STROKE 1
246 173 1775072498.5398798
246 172 1775072498.5658488
246 171 1775072498.5763724
246 170 1775072498.5836494
246 169 1775072498.594017
246 168 1775072498.6016672
247 167 1775072498.6059625
248 167 1775072498.6116245
248 166 1775072498.6158633
249 166 1775072498.6207867
249 165 1775072498.6222315
250 165 1775072498.6287282
250 164 1775072498.6302857
251 164 1775072498.636771
251 163 1775072498.6439254
252 163 1775072498.645539
253 163 1775072498.657856
254 163 1775072498.6635413
255 163 1775072498.671712
256 163 1775072498.6775644
257 163 1775072498.6823618
258 163 1775072498.687159
259 163 1775072498.6896486
260 163 1775072498.6939256
262 164 1775072498.6985016
263 165 1775072498.7030284
265 165 1775072498.7071884
266 166 1775072498.7111702
268 166 1775072498.7140775
269 166 1775072498.7168365
270 167 1775072498.7190616
271 168 1775072498.721532
272 168 1775072498.725138
272 169 1775072498.727622
273 169 1775072498.7299073
273 170 1775072498.7309675
274 170 1775072498.733491
274 171 1775072498.7356272
275 171 1775072498.737682
276 172 1775072498.739372
276 173 1775072498.741061
277 173 1775072498.7429261
279 174 1775072498.7449174
280 175 1775072498.749059
280 176 1775072498.7509663
281 177 1775072498.7529268
282 178 1775072498.7570074
282 179 1775072498.758944
283 180 1775072498.7610052
283 181 1775072498.7629855
284 181 1775072498.7649508
284 182 1775072498.7670238
284 183 1775072498.7692733
285 183 1775072498.7709286
285 184 1775072498.7729914
286 185 1775072498.777018
286 186 1775072498.7790172
286 187 1775072498.7831283
287 187 1775072498.7849526
287 188 1775072498.7869442
287 189 1775072498.7889137
287 190 1775072498.7930005
287 191 1775072498.7949705
288 192 1775072498.7990575
288 194 1775072498.8029706
288 195 1775072498.8050096
288 196 1775072498.811108
288 197 1775072498.8129377
288 198 1775072498.8149827
288 199 1775072498.8190985
288 200 1775072498.8210416
287 201 1775072498.825035
287 202 1775072498.8269777
287 203 1775072498.829009
286 203 1775072498.8309274
286 204 1775072498.8330126
285 205 1775072498.8349748
285 206 1775072498.8369806
284 207 1775072498.8410096
283 208 1775072498.8450744
282 208 1775072498.846894
282 209 1775072498.8489568
281 209 1775072498.8509607
281 210 1775072498.853099
280 211 1775072498.8549242
279 211 1775072498.8569915
278 212 1775072498.8611057
276 214 1775072498.8629863
275 214 1775072498.8670244
274 215 1775072498.8690658
273 215 1775072498.8735912
272 215 1775072498.877125
272 216 1775072498.8790858
271 216 1775072498.8809886
270 216 1775072498.8850865
269 216 1775072498.8910198
268 216 1775072498.8970606
267 216 1775072498.905038
266 216 1775072498.9090073
265 216 1775072498.9152775
264 216 1775072498.9191265
263 216 1775072498.9232078
262 216 1775072498.927148
261 216 1775072498.9295688
261 215 1775072498.9319866
260 215 1775072498.9330478
259 215 1775072498.93737
258 214 1775072498.9411414
257 214 1775072498.9471424
256 214 1775072498.9510877
255 213 1775072498.9551277
254 213 1775072498.965202
254 212 1775072498.9711652
253 212 1775072498.973641
253 211 1775072498.98332
252 211 1775072498.9872057
252 210 1775072498.98963
252 209 1775072498.9973414
252 208 1775072499.0034451
251 208 1775072499.007541
251 207 1775072499.0115554
251 206 1775072499.015425
251 205 1775072499.023429
251 204 1775072499.0356057
251 203 1775072499.043464
251 202 1775072499.061778
252 202 1775072499.0675952
253 202 1775072499.0898795
254 202 1775072499.0981266
255 202 1775072499.1041446
256 202 1775072499.1075587
257 202 1775072499.1122322
258 202 1775072499.116919
260 202 1775072499.1222436
262 202 1775072499.127167
264 202 1775072499.1320536
265 202 1775072499.132106
266 201 1775072499.1369946
267 201 1775072499.141084
268 201 1775072499.1440246
269 200 1775072499.1492708
270 200 1775072499.153141
271 200 1775072499.1874738
272 200 1775072499.1931736
272 201 1775072499.1954596
273 201 1775072499.199065
273 202 1775072499.2013175
274 204 1775072499.2038655
274 205 1775072499.20922
275 205 1775072499.2114778
275 206 1775072499.2138329
276 206 1775072499.2212136
276 207 1775072499.2311964

