STROKE 1
95 268 1776489353.192000
95 268 1776489353.281000
94 268 1776489353.298000
91 266 1776489353.314000
87 263 1776489353.331000
83 257 1776489353.347000
81 250 1776489353.364000
82 240 1776489353.381000
87 233 1776489353.397000
93 227 1776489353.414000
99 225 1776489353.430000
104 225 1776489353.447000
113 226 1776489353.464000
121 230 1776489353.480000
128 236 1776489353.497000
134 243 1776489353.514000
138 248 1776489353.531000
141 254 1776489353.547000
142 256 1776489353.564000
142 259 1776489353.580000
141 262 1776489353.597000
138 268 1776489353.613000
134 274 1776489353.630000
132 276 1776489353.647000
131 278 1776489353.663000

STROKE 2
166 222 1776489354.110000
166 225 1776489354.229000
165 234 1776489354.245000
165 253 1776489354.262000
165 278 1776489354.279000
167 307 1776489354.295000
169 323 1776489354.312000
170 333 1776489354.328000
170 341 1776489354.345000
171 345 1776489354.362000
171 348 1776489354.378000
170 350 1776489354.395000
170 351 1776489354.412000
169 352 1776489354.428000
167 353 1776489354.445000
162 354 1776489354.461000
154 353 1776489354.478000
145 352 1776489354.495000
138 350 1776489354.512000
131 348 1776489354.528000
128 345 1776489354.544000
125 342 1776489354.561000
122 337 1776489354.578000
119 326 1776489354.595000
118 318 1776489354.611000
117 310 1776489354.628000
118 300 1776489354.644000
122 289 1776489354.662000
124 283 1776489354.678000
125 281 1776489354.688000

STROKE 3
233 266 1776489355.597000
232 266 1776489355.762000
229 266 1776489355.778000
216 267 1776489355.806000
205 267 1776489355.825000
199 266 1776489355.842000
195 265 1776489355.858000
192 263 1776489355.875000
190 257 1776489355.892000
188 250 1776489355.908000
188 243 1776489355.925000
188 236 1776489355.941000
191 230 1776489355.958000
194 226 1776489355.974000
199 223 1776489355.991000
205 222 1776489356.008000
210 221 1776489356.024000
214 221 1776489356.041000
216 221 1776489356.058000
217 221 1776489356.074000
218 221 1776489356.091000
219 221 1776489356.107000
220 221 1776489356.124000
221 221 1776489356.141000
221 221 1776489356.157000
222 221 1776489356.175000
222 221 1776489356.191000
223 221 1776489356.207000
223 221 1776489356.224000
222 220 1776489356.374000
219 219 1776489356.390000
210 216 1776489356.407000
201 212 1776489356.423000
193 206 1776489356.440000
188 200 1776489356.457000
184 191 1776489356.474000
184 186 1776489356.490000
185 179 1776489356.506000
189 172 1776489356.523000
194 167 1776489356.540000
201 163 1776489356.557000
207 161 1776489356.573000
212 160 1776489356.590000
217 161 1776489356.606000
226 164 1776489356.623000
234 167 1776489356.640000
240 171 1776489356.656000

