STROKE 1
452 146 1775075289.1009145
452 145 1775075289.143024
452 144 1775075289.1491141
452 143 1775075289.1588447
453 143 1775075289.1607559
453 142 1775075289.1662755
454 142 1775075289.1728044
454 141 1775075289.1764815
455 141 1775075289.1802998
456 141 1775075289.1843102
457 141 1775075289.1881914
458 141 1775075289.1922307
459 141 1775075289.1939924
460 141 1775075289.1976647
463 141 1775075289.2011464
465 141 1775075289.205502
469 141 1775075289.2099557
472 141 1775075289.2137525
473 142 1775075289.2176347
477 142 1775075289.2206354
480 143 1775075289.2237198
481 143 1775075289.2263067
484 143 1775075289.2289515
485 143 1775075289.231549
486 144 1775075289.2336624
488 144 1775075289.236092
490 145 1775075289.2385836
491 145 1775075289.2407572
492 145 1775075289.242895
494 146 1775075289.2450018
495 147 1775075289.2477162
496 147 1775075289.249996
497 148 1775075289.252177
498 148 1775075289.2543545
499 149 1775075289.2564907
499 150 1775075289.2586389
501 151 1775075289.2606559
501 152 1775075289.2628436
502 154 1775075289.2652688
503 154 1775075289.2671282
503 155 1775075289.2695696
504 157 1775075289.27203
505 158 1775075289.2755203
505 159 1775075289.276559
506 160 1775075289.278923
506 161 1775075289.2809744
507 162 1775075289.2831922
507 163 1775075289.2855854
507 164 1775075289.287954
507 165 1775075289.290205
507 166 1775075289.2925377
507 167 1775075289.2948782
507 168 1775075289.2971437
507 169 1775075289.300889
507 170 1775075289.3045263
507 171 1775075289.3067818
506 171 1775075289.3085623
506 172 1775075289.3125482
505 173 1775075289.3164608
504 173 1775075289.3210752
503 174 1775075289.3244858
502 175 1775075289.3266032
501 176 1775075289.330624
500 176 1775075289.3348877
499 176 1775075289.3370156
499 177 1775075289.3395689
498 177 1775075289.3407354
497 177 1775075289.3429818
496 178 1775075289.3450015
495 178 1775075289.3475447
494 178 1775075289.3498344
493 178 1775075289.3523648
490 179 1775075289.354699
489 179 1775075289.3570356
488 180 1775075289.3595667
486 180 1775075289.3617594
484 180 1775075289.3639967
482 181 1775075289.3660905
479 181 1775075289.3688045
477 181 1775075289.3711667
474 181 1775075289.3735027
472 182 1775075289.3757117
470 182 1775075289.3779287
468 182 1775075289.3801963
465 182 1775075289.3823197
461 182 1775075289.384764
459 182 1775075289.3868291
456 182 1775075289.3891706
454 182 1775075289.391468
452 182 1775075289.3937461
450 182 1775075289.3960633
447 182 1775075289.3982146
443 182 1775075289.4005175
441 182 1775075289.402741
