STROKE 1
186 222 1776028076.970000
185 222 1776028077.072000
182 221 1776028077.089000
175 219 1776028077.106000
166 219 1776028077.122000
151 221 1776028077.139000
142 225 1776028077.156000
137 233 1776028077.172000
135 240 1776028077.189000
137 251 1776028077.205000
142 259 1776028077.222000
152 267 1776028077.239000
164 272 1776028077.255000
181 275 1776028077.273000
191 275 1776028077.289000
201 275 1776028077.305000
207 273 1776028077.322000
210 273 1776028077.339000
212 272 1776028077.351000

STROKE 2
169 283 1776028077.733000
169 286 1776028077.854000
172 307 1776028077.871000
174 325 1776028077.887000
175 340 1776028077.904000
176 349 1776028077.920000
177 357 1776028077.937000
179 360 1776028077.953000
181 363 1776028077.970000
186 364 1776028077.987000
196 364 1776028078.004000
217 360 1776028078.020000
231 356 1776028078.037000
240 354 1776028078.053000
246 353 1776028078.070000

STROKE 3
179 220 1776028081.184000
178 220 1776028081.262000
174 219 1776028081.279000
164 216 1776028081.296000
148 210 1776028081.312000
133 203 1776028081.329000
118 192 1776028081.345000
113 185 1776028081.362000
110 179 1776028081.379000
114 168 1776028081.396000
124 156 1776028081.412000
140 147 1776028081.429000
156 140 1776028081.445000
169 137 1776028081.462000
183 136 1776028081.479000
190 136 1776028081.495000
199 139 1776028081.512000
206 144 1776028081.529000
210 155 1776028081.546000
211 164 1776028081.562000
209 175 1776028081.578000
204 187 1776028081.595000
197 196 1776028081.612000
186 203 1776028081.628000
176 206 1776028081.645000
166 207 1776028081.661000
160 207 1776028081.675000

