STROKE 1
56 217 1776200450.961000
56 218 1776200451.056000
54 222 1776200451.073000
52 231 1776200451.091000
51 246 1776200451.106000
53 258 1776200451.123000
58 270 1776200451.140000
65 278 1776200451.156000
74 283 1776200451.173000
81 283 1776200451.189000
90 281 1776200451.206000
102 276 1776200451.223000
112 270 1776200451.240000
124 258 1776200451.256000
129 246 1776200451.273000
130 236 1776200451.289000
130 229 1776200451.306000
128 223 1776200451.323000
123 219 1776200451.339000
118 219 1776200451.356000
108 223 1776200451.372000
98 231 1776200451.389000
91 243 1776200451.405000
90 249 1776200451.422000
90 253 1776200451.439000
94 259 1776200451.455000
102 265 1776200451.472000
110 269 1776200451.489000
115 270 1776200451.504000

STROKE 2
79 286 1776200451.918000
80 285 1776200452.020000
84 283 1776200452.037000
91 281 1776200452.054000
103 281 1776200452.070000
114 284 1776200452.087000
122 290 1776200452.104000
127 297 1776200452.120000
130 304 1776200452.137000
131 315 1776200452.154000
130 324 1776200452.170000
128 332 1776200452.187000
125 340 1776200452.203000
121 346 1776200452.220000
113 353 1776200452.237000
106 355 1776200452.254000
99 356 1776200452.270000
83 352 1776200452.287000
70 345 1776200452.304000
61 336 1776200452.320000
55 326 1776200452.337000
53 317 1776200452.354000
55 303 1776200452.370000
63 291 1776200452.387000
72 283 1776200452.403000
80 279 1776200452.420000
87 277 1776200452.437000
92 278 1776200452.448000

STROKE 3
156 222 1776200452.953000
156 223 1776200453.069000
154 227 1776200453.085000
151 238 1776200453.102000
150 248 1776200453.118000
151 259 1776200453.135000
155 269 1776200453.151000
162 276 1776200453.168000
171 278 1776200453.185000
179 277 1776200453.201000
188 273 1776200453.218000
196 268 1776200453.234000
205 257 1776200453.252000
208 246 1776200453.268000
210 237 1776200453.284000
210 231 1776200453.301000
210 227 1776200453.318000
210 224 1776200453.334000
209 223 1776200453.351000
209 223 1776200453.367000
208 224 1776200453.384000
206 231 1776200453.401000
202 246 1776200453.417000
200 257 1776200453.434000
200 268 1776200453.450000
202 279 1776200453.467000
209 290 1776200453.484000
216 294 1776200453.501000
223 296 1776200453.517000
230 295 1776200453.534000
241 291 1776200453.551000
254 279 1776200453.567000
260 272 1776200453.584000
265 264 1776200453.600000
267 254 1776200453.617000
268 244 1776200453.634000
266 233 1776200453.650000
264 227 1776200453.667000
261 223 1776200453.683000
257 220 1776200453.701000
255 220 1776200453.716000
254 220 1776200453.733000

STROKE 4
260 225 1776200454.057000
260 225 1776200454.149000
258 223 1776200454.165000
251 219 1776200454.182000
239 210 1776200454.199000
225 195 1776200454.216000
222 184 1776200454.232000
222 174 1776200454.249000
227 163 1776200454.265000
236 155 1776200454.282000
250 151 1776200454.299000
262 152 1776200454.315000
277 156 1776200454.332000
289 164 1776200454.349000
298 174 1776200454.365000
302 180 1776200454.377000

