STROKE 1
114 167 1775155173.256000
114 167 1775155173.353000
111 168 1775155173.369000
106 171 1775155173.386000
97 176 1775155173.403000
88 187 1775155173.420000
84 195 1775155173.436000
83 202 1775155173.453000
82 208 1775155173.469000
84 214 1775155173.486000
89 221 1775155173.502000
96 225 1775155173.519000
104 227 1775155173.536000
113 228 1775155173.552000
125 227 1775155173.569000
134 224 1775155173.585000
140 221 1775155173.602000
145 217 1775155173.619000
147 212 1775155173.636000
149 205 1775155173.652000
148 198 1775155173.669000
146 189 1775155173.685000
142 182 1775155173.702000
136 175 1775155173.719000
130 172 1775155173.735000
125 169 1775155173.752000
119 169 1775155173.769000
112 169 1775155173.785000
107 170 1775155173.801000
106 171 1775155173.812000

STROKE 2
141 195 1775155174.279000
142 193 1775155174.368000
146 189 1775155174.384000
154 183 1775155174.400000
164 177 1775155174.417000
174 174 1775155174.433000
185 173 1775155174.450000
195 174 1775155174.466000
204 178 1775155174.483000
211 183 1775155174.500000
216 190 1775155174.517000
218 199 1775155174.533000
218 205 1775155174.550000
215 213 1775155174.566000
210 219 1775155174.583000
202 225 1775155174.600000
196 227 1775155174.616000
192 227 1775155174.633000
188 227 1775155174.650000
185 227 1775155174.667000
183 226 1775155174.683000
183 226 1775155174.700000
182 225 1775155174.716000
181 225 1775155174.733000
181 224 1775155174.749000
181 225 1775155174.816000
182 231 1775155174.833000
183 239 1775155174.849000
184 247 1775155174.866000
184 256 1775155174.883000
185 264 1775155174.899000
185 274 1775155174.916000
186 283 1775155174.932000
188 291 1775155174.949000
193 299 1775155174.966000
200 302 1775155174.982000
210 304 1775155174.999000
221 304 1775155175.015000
236 303 1775155175.032000
246 301 1775155175.049000
252 300 1775155175.065000

STROKE 3
202 165 1775155175.528000
202 165 1775155175.614000
200 163 1775155175.630000
195 159 1775155175.647000
187 151 1775155175.664000
181 141 1775155175.680000
176 130 1775155175.697000
176 124 1775155175.714000
177 118 1775155175.730000
181 111 1775155175.747000
188 105 1775155175.764000
200 102 1775155175.780000
209 102 1775155175.797000
220 105 1775155175.814000
228 109 1775155175.830000
234 114 1775155175.847000
240 121 1775155175.863000
243 128 1775155175.880000
243 135 1775155175.897000
241 145 1775155175.914000
234 158 1775155175.930000
226 166 1775155175.946000
217 171 1775155175.963000
208 173 1775155175.980000
197 174 1775155175.997000
190 173 1775155176.013000
185 172 1775155176.030000
184 172 1775155176.038000

STROKE 4
245 180 1775155176.698000
246 180 1775155176.861000
247 179 1775155176.878000
249 179 1775155176.894000
250 178 1775155176.911000
252 178 1775155176.928000
253 178 1775155176.944000
254 178 1775155176.961000
254 179 1775155176.977000
254 179 1775155177.007000
254 179 1775155177.013000
253 179 1775155177.027000
251 179 1775155177.044000
250 179 1775155177.061000
249 179 1775155177.078000
247 179 1775155177.094000
247 178 1775155177.110000
247 178 1775155177.127000
247 177 1775155177.144000
251 175 1775155177.161000
254 174 1775155177.177000
258 174 1775155177.193000
259 174 1775155177.203000

STROKE 5
252 224 1775155180.534000
252 224 1775155181.018000
250 223 1775155181.034000
247 223 1775155181.051000
245 222 1775155181.068000
244 222 1775155181.084000
243 221 1775155181.101000
242 221 1775155181.117000
242 221 1775155181.134000
242 221 1775155181.155000
243 221 1775155181.167000
244 221 1775155181.184000
245 221 1775155181.201000
247 221 1775155181.217000
248 221 1775155181.234000
249 221 1775155181.250000
250 221 1775155181.267000
250 221 1775155181.284000
251 221 1775155181.300000
251 221 1775155181.317000
251 221 1775155181.335000
251 221 1775155181.350000
249 222 1775155181.367000
248 222 1775155181.384000
246 222 1775155181.400000
245 222 1775155181.417000
244 222 1775155181.433000
243 222 1775155181.450000
243 222 1775155181.467000
243 222 1775155181.483000
243 221 1775155181.500000
244 221 1775155181.517000
245 220 1775155181.533000
247 220 1775155181.550000
248 220 1775155181.566000
251 220 1775155181.583000
253 221 1775155181.599000
255 222 1775155181.616000
257 222 1775155181.633000

