STROKE 1
172 184 1775149376.972000
172 184 1775149377.037000
168 183 1775149377.053000
160 183 1775149377.070000
146 184 1775149377.086000
130 188 1775149377.103000
115 197 1775149377.120000
107 204 1775149377.136000
102 213 1775149377.153000
98 224 1775149377.169000
96 237 1775149377.186000
97 244 1775149377.203000
99 251 1775149377.219000
105 256 1775149377.236000
115 259 1775149377.253000
125 260 1775149377.269000
136 259 1775149377.286000
148 257 1775149377.302000
158 251 1775149377.319000
163 242 1775149377.336000
164 236 1775149377.352000
161 230 1775149377.369000
153 225 1775149377.386000
143 223 1775149377.402000
128 226 1775149377.419000
118 232 1775149377.435000
112 240 1775149377.452000
109 246 1775149377.469000
109 248 1775149377.481000

STROKE 2
207 206 1775149377.872000
208 205 1775149378.001000
212 200 1775149378.017000
217 197 1775149378.034000
222 196 1775149378.051000
229 198 1775149378.068000
236 202 1775149378.084000
242 209 1775149378.101000
246 215 1775149378.117000
248 223 1775149378.134000
249 233 1775149378.150000
248 240 1775149378.167000
245 247 1775149378.184000
241 251 1775149378.200000
232 255 1775149378.217000
223 257 1775149378.233000
215 257 1775149378.250000
209 257 1775149378.267000
204 257 1775149378.284000
201 257 1775149378.300000
199 256 1775149378.317000
198 256 1775149378.333000
196 256 1775149378.350000

STROKE 3
277 211 1775149378.615000
277 210 1775149378.716000
277 209 1775149378.733000
277 208 1775149378.749000
277 206 1775149378.766000
278 205 1775149378.782000
280 203 1775149378.800000
283 202 1775149378.816000
286 202 1775149378.832000
291 203 1775149378.849000
296 205 1775149378.866000
302 209 1775149378.882000
304 212 1775149378.899000
305 217 1775149378.915000
306 222 1775149378.932000
304 233 1775149378.949000
302 241 1775149378.965000
299 247 1775149378.982000
296 251 1775149378.998000
290 254 1775149379.015000
284 256 1775149379.032000
277 257 1775149379.048000
270 258 1775149379.065000
263 258 1775149379.081000
257 257 1775149379.098000
252 256 1775149379.115000
248 255 1775149379.131000
246 254 1775149379.148000
244 252 1775149379.165000
244 252 1775149379.176000

