STROKE 1
243 164 1775072318.3915408
243 163 1775072318.3985684
243 162 1775072318.4065506
244 162 1775072318.410888
244 161 1775072318.4225605
245 161 1775072318.4345295
246 160 1775072318.4425058
247 160 1775072318.4465072
248 159 1775072318.4544868
249 159 1775072318.46049
250 159 1775072318.4684906
251 159 1775072318.4804735
252 159 1775072318.4905794
253 159 1775072318.5024922
254 159 1775072318.5104983
254 160 1775072318.5164316
255 160 1775072318.5184476
256 160 1775072318.5225084
256 161 1775072318.5244093
257 162 1775072318.5288084
257 163 1775072318.532562
258 163 1775072318.5365126
258 164 1775072318.538372
259 165 1775072318.542786
259 166 1775072318.5443864
260 166 1775072318.550472
260 167 1775072318.554475
261 168 1775072318.5585976
261 169 1775072318.5628943
261 170 1775072318.572548
261 171 1775072318.5844834
261 172 1775072318.5945692
260 173 1775072318.5985358
260 174 1775072318.6046846
259 175 1775072318.6145737
259 176 1775072318.620472
258 176 1775072318.622468
258 177 1775072318.62853
257 177 1775072318.630392
256 177 1775072318.6365242
256 178 1775072318.6424894
255 178 1775072318.6444008
254 178 1775072318.6505907
253 178 1775072318.6565492
252 178 1775072318.6608555
251 178 1775072318.667014
250 178 1775072318.6705203
249 178 1775072318.676574
248 177 1775072318.6784344
247 177 1775072318.682481
246 176 1775072318.6887295
245 176 1775072318.6925743
244 175 1775072318.696532
243 175 1775072318.7005248
242 174 1775072318.7045357
242 173 1775072318.7087455
241 173 1775072318.7108948
240 172 1775072318.712484
239 172 1775072318.716671
239 171 1775072318.7184424
238 170 1775072318.720426
238 169 1775072318.724531
237 169 1775072318.7264793
237 168 1775072318.7284467
237 167 1775072318.7312322
236 167 1775072318.732895
236 166 1775072318.7346046
235 164 1775072318.7386243
235 163 1775072318.7425323
234 162 1775072318.7465394
234 161 1775072318.7484648
234 159 1775072318.752523
234 158 1775072318.756512
234 157 1775072318.759206
234 156 1775072318.761156
234 155 1775072318.763019
235 155 1775072318.7657237
235 153 1775072318.7668161
235 152 1775072318.7684216
235 151 1775072318.7712424
236 151 1775072318.772573
236 150 1775072318.774446
237 149 1775072318.776647
237 148 1775072318.7792413
238 147 1775072318.7812214
238 145 1775072318.7827823
239 144 1775072318.7851622
240 143 1775072318.788546
240 142 1775072318.7903984
241 142 1775072318.7927918
242 141 1775072318.7965465
243 140 1775072318.7989979
243 139 1775072318.801205
244 139 1775072318.8031998
245 138 1775072318.8048818
247 137 1775072318.8073466
248 136 1775072318.8104446
249 135 1775072318.8144622
249 134 1775072318.8165154
250 134 1775072318.818465
250 133 1775072318.8209717
251 133 1775072318.8231082
252 132 1775072318.8268967
253 131 1775072318.8325315
254 131 1775072318.8425362
255 131 1775072318.8764524
256 131 1775072318.883059
257 131 1775072318.8865259
258 131 1775072318.8926413
259 131 1775072318.8986044
260 131 1775072318.904607
261 131 1775072318.9125373
262 132 1775072318.9205942
263 132 1775072318.9286857
263 133 1775072318.9313204
264 133 1775072318.9364939
264 134 1775072318.9392257
265 135 1775072318.940351
265 136 1775072318.9427698
266 136 1775072318.944935
266 137 1775072318.9464953
266 138 1775072318.949042
266 139 1775072318.950668
267 139 1775072318.9536734
267 140 1775072318.9549174
267 141 1775072318.9567776
267 142 1775072318.9589016
269 143 1775072318.9617062
269 146 1775072318.9637833
269 147 1775072318.9658322
269 149 1775072318.9685595
269 151 1775072318.9704034
269 152 1775072318.9735515
269 153 1775072318.9748383
269 155 1775072318.9765608
269 156 1775072318.9789627
269 159 1775072318.9813626
269 161 1775072318.9830475
269 162 1775072318.9851518
267 164 1775072318.9871655
267 165 1775072318.9901645
267 167 1775072318.9916801
267 170 1775072318.9935443
266 171 1775072318.996415
266 175 1775072318.9984424
266 177 1775072319.0010471
265 180 1775072319.0026855
265 181 1775072319.0045903
265 183 1775072319.0071003
264 185 1775072319.0101998
264 186 1775072319.0110836
263 189 1775072319.0126657
263 190 1775072319.015219
263 192 1775072319.0167584
263 194 1775072319.0190523
262 196 1775072319.0206864
262 199 1775072319.0229714
262 201 1775072319.0260882
262 203 1775072319.0276718
261 204 1775072319.0298755
261 209 1775072319.0325418
260 210 1775072319.0347116
260 212 1775072319.036802
260 213 1775072319.0390599
260 215 1775072319.041343
258 218 1775072319.043624
258 221 1775072319.0465837
258 222 1775072319.0484285
258 223 1775072319.0506752
257 225 1775072319.0529802
257 226 1775072319.0552204
257 227 1775072319.057524
257 228 1775072319.0598164
256 231 1775072319.0616822
256 232 1775072319.0635803
256 233 1775072319.0664222
256 234 1775072319.0664415
255 235 1775072319.068958
255 236 1775072319.0713387
255 238 1775072319.0729606
255 239 1775072319.0753958
255 240 1775072319.0776026
255 243 1775072319.0806155
255 244 1775072319.0824773
254 245 1775072319.0855217
254 246 1775072319.087326
254 249 1775072319.0893202
254 250 1775072319.0912344
254 251 1775072319.0942042
254 252 1775072319.0961032
253 253 1775072319.0979795
253 254 1775072319.100216
253 256 1775072319.102201
253 257 1775072319.1038027
253 258 1775072319.1056008
252 259 1775072319.1081626
252 261 1775072319.1105764
252 262 1775072319.1133769
252 263 1775072319.1153738
252 264 1775072319.1171203
252 265 1775072319.1209114
253 265 1775072319.1726053
254 265 1775072319.178591
255 265 1775072319.1828623
256 265 1775072319.1894093
257 265 1775072319.1925337
258 265 1775072319.1954908
259 264 1775072319.2006085
260 264 1775072319.2039118
261 264 1775072319.205724
262 263 1775072319.208195
263 263 1775072319.2100837
265 263 1775072319.213229
267 262 1775072319.215608
268 262 1775072319.2183502
269 262 1775072319.2200933
273 261 1775072319.2226593
274 260 1775072319.2251568
276 260 1775072319.2271957
277 260 1775072319.2295923
279 259 1775072319.2325132
280 259 1775072319.2349436
284 258 1775072319.237072
286 257 1775072319.240139
287 257 1775072319.2418833
289 257 1775072319.243571
290 256 1775072319.2463562
291 256 1775072319.2485735
292 255 1775072319.2508397
293 255 1775072319.2538948
294 254 1775072319.2558234
295 254 1775072319.257532
296 254 1775072319.2620282
297 254 1775072319.2667415
297 253 1775072319.281666
296 253 1775072319.36564
295 253 1775072319.3678796
294 253 1775072319.3716352
293 253 1775072319.373452
292 253 1775072319.375989
290 254 1775072319.379617
287 254 1775072319.3814938

STROKE 2
258 241 1775072319.6935928
258 242 1775072319.6976457
258 243 1775072319.701568
258 244 1775072319.7516716
257 244 1775072319.7616718
256 244 1775072319.7635884
255 244 1775072319.7676194
255 245 1775072319.769645
254 245 1775072319.7716758
253 245 1775072319.7756298
252 245 1775072319.7776895
252 246 1775072319.7804728
251 246 1775072319.7815433
250 246 1775072319.7842038
249 246 1775072319.7877228
248 246 1775072319.7898705
247 247 1775072319.7939713
246 247 1775072319.795465
245 247 1775072319.797774
244 247 1775072319.8018415
243 248 1775072319.8034804
242 248 1775072319.805498
241 248 1775072319.8080397
240 248 1775072319.8103437
239 248 1775072319.814352
238 249 1775072319.8163807
237 249 1775072319.8182096
236 249 1775072319.8219268
235 249 1775072319.823707
234 249 1775072319.8264077
233 249 1775072319.8316455
232 249 1775072319.843684
231 249 1775072319.8559377
230 249 1775072319.8657663
229 249 1775072319.871752
229 248 1775072319.8739314
228 248 1775072319.875464
227 247 1775072319.8796804
226 246 1775072319.883906
225 245 1775072319.8855462
224 245 1775072319.8883593
223 244 1775072319.8905177
222 243 1775072319.893186
221 242 1775072319.895016
220 242 1775072319.896921
217 240 1775072319.8998342
216 240 1775072319.901627
215 238 1775072319.9036033
214 237 1775072319.9068022
213 236 1775072319.9088545
212 236 1775072319.9108636
210 234 1775072319.9142728
209 233 1775072319.9177475
208 232 1775072319.9196715
207 231 1775072319.9226851
206 230 1775072319.9268181
206 229 1775072319.9288619
206 228 1775072319.9308722
205 228 1775072319.9332786
205 227 1775072319.9357834
204 226 1775072319.9376798
204 225 1775072319.9418907
204 224 1775072319.9441772
204 223 1775072319.9478
204 222 1775072319.949713
204 221 1775072319.9521759
204 220 1775072319.9561443
204 219 1775072319.9590907
204 217 1775072319.9624097
204 216 1775072319.965357
205 214 1775072319.9679878
205 212 1775072319.971181
206 211 1775072319.9737008
207 207 1775072319.976596
208 207 1775072319.9785957
208 205 1775072319.9804204
209 204 1775072319.9825625
210 201 1775072319.9861593
211 201 1775072319.9882503
212 199 1775072319.9919264
212 198 1775072319.9950032
215 196 1775072319.9977438
216 195 1775072320.0005548
216 194 1775072320.0026913
218 192 1775072320.0064466
219 192 1775072320.0084956
219 191 1775072320.0110126
220 190 1775072320.0147076
220 189 1775072320.0167222
221 189 1775072320.0208282
222 189 1775072320.023871
223 188 1775072320.027167
223 187 1775072320.0292149
224 187 1775072320.032355
225 187 1775072320.0347476
225 186 1775072320.0369158
226 186 1775072320.0398202
227 186 1775072320.0437021
228 186 1775072320.0477488
229 186 1775072320.05201
230 186 1775072320.0558643
231 185 1775072320.0601723
232 185 1775072320.06384
233 185 1775072320.0665348
234 185 1775072320.0703845
235 185 1775072320.0735097
236 185 1775072320.0762146
237 185 1775072320.0792828
239 186 1775072320.0837085
240 186 1775072320.08673
241 186 1775072320.090518
243 186 1775072320.093885
245 187 1775072320.097688
245 188 1775072320.1006389
247 188 1775072320.1044478
248 189 1775072320.1085742
249 190 1775072320.1111188
250 191 1775072320.1145773
251 191 1775072320.1167128
252 192 1775072320.1196725
252 193 1775072320.1224952
253 194 1775072320.1240199
253 195 1775072320.1261804
254 196 1775072320.1285849
255 196 1775072320.131114
255 197 1775072320.133118
256 200 1775072320.1367733
257 201 1775072320.1397657
257 202 1775072320.142915
