STROKE 1
153 242 1777659117.902000
144 234 1777659117.985000
144 230 1777659118.002000
144 226 1777659118.019000
147 223 1777659118.035000
151 220 1777659118.052000
158 219 1777659118.069000
165 219 1777659118.085000
170 219 1777659118.102000
174 219 1777659118.119000
177 221 1777659118.136000
179 225 1777659118.153000
180 229 1777659118.170000
181 232 1777659118.186000
181 236 1777659118.203000
181 239 1777659118.219000
179 243 1777659118.236000
174 245 1777659118.253000
167 246 1777659118.270000
159 246 1777659118.286000
152 243 1777659118.303000
145 238 1777659118.320000
141 231 1777659118.336000
138 224 1777659118.353000
137 216 1777659118.370000
137 209 1777659118.387000
140 204 1777659118.403000
146 201 1777659118.420000
152 199 1777659118.437000
158 198 1777659118.454000
165 198 1777659118.470000
169 198 1777659118.487000
173 198 1777659118.504000
175 199 1777659118.520000
175 200 1777659118.554000

STROKE 2
202 207 1777659118.836000
198 208 1777659118.923000
197 213 1777659118.939000
196 220 1777659118.956000
195 226 1777659118.974000
195 232 1777659118.989000
195 237 1777659119.006000
200 238 1777659119.023000
207 239 1777659119.040000
215 239 1777659119.056000
223 239 1777659119.073000
232 237 1777659119.090000
239 234 1777659119.107000
246 229 1777659119.123000
249 224 1777659119.140000
250 218 1777659119.157000
249 212 1777659119.174000
244 208 1777659119.190000
238 204 1777659119.207000
234 202 1777659119.224000
232 201 1777659119.240000
231 201 1777659119.262000

STROKE 3
223 239 1777659123.108000
208 234 1777659123.258000
208 231 1777659123.275000
208 229 1777659123.291000
210 227 1777659123.308000
214 226 1777659123.324000
218 226 1777659123.341000
222 226 1777659123.358000
226 226 1777659123.375000
227 226 1777659123.391000
228 227 1777659123.408000
229 228 1777659123.425000
229 230 1777659123.441000
228 233 1777659123.458000
227 235 1777659123.475000
226 238 1777659123.492000

STROKE 4
241 288 1777659124.047000
231 291 1777659124.111000
228 291 1777659124.128000
223 291 1777659124.145000
217 291 1777659124.161000
212 288 1777659124.178000
208 283 1777659124.195000
206 278 1777659124.212000
206 273 1777659124.228000
206 269 1777659124.245000
206 265 1777659124.262000
207 262 1777659124.278000
211 259 1777659124.295000
215 256 1777659124.312000
219 254 1777659124.328000
223 252 1777659124.345000
227 251 1777659124.362000
231 250 1777659124.379000
235 250 1777659124.395000
239 250 1777659124.412000
243 250 1777659124.429000
247 252 1777659124.446000
250 255 1777659124.462000
252 258 1777659124.479000
253 260 1777659124.496000
254 263 1777659124.513000
254 266 1777659124.529000
254 270 1777659124.546000
254 274 1777659124.563000
253 279 1777659124.579000
250 283 1777659124.596000
246 286 1777659124.613000
242 289 1777659124.630000
236 292 1777659124.647000
230 294 1777659124.664000
225 297 1777659124.680000
220 299 1777659124.697000

