STROKE 1
82 297 1776437156.858000
80 296 1776437156.941000
77 292 1776437156.957000
72 284 1776437156.974000
68 277 1776437156.991000
66 266 1776437157.007000
69 257 1776437157.024000
73 249 1776437157.041000
77 245 1776437157.057000
82 245 1776437157.074000
93 249 1776437157.091000
101 255 1776437157.107000
106 261 1776437157.124000
111 267 1776437157.140000
116 276 1776437157.157000
119 282 1776437157.174000
121 287 1776437157.190000
123 291 1776437157.207000
126 294 1776437157.224000
128 297 1776437157.240000
131 299 1776437157.257000
135 302 1776437157.274000
141 302 1776437157.290000
154 300 1776437157.307000
166 296 1776437157.323000
174 289 1776437157.340000
179 282 1776437157.357000
180 277 1776437157.374000
179 272 1776437157.390000
175 267 1776437157.407000
169 264 1776437157.423000
162 262 1776437157.440000
155 261 1776437157.457000
152 261 1776437157.473000

STROKE 2
152 307 1776437157.772000
153 307 1776437157.888000
158 308 1776437157.906000
165 312 1776437157.922000
173 319 1776437157.938000
178 326 1776437157.955000
180 334 1776437157.972000
180 340 1776437157.989000
177 351 1776437158.005000
173 357 1776437158.022000
169 361 1776437158.038000
164 363 1776437158.055000
159 365 1776437158.072000
151 366 1776437158.088000
143 365 1776437158.105000
134 361 1776437158.121000
127 354 1776437158.138000
122 343 1776437158.154000
121 336 1776437158.171000
122 329 1776437158.188000
125 321 1776437158.205000
130 315 1776437158.221000
140 310 1776437158.238000
150 308 1776437158.254000
158 308 1776437158.271000
166 308 1776437158.288000
168 309 1776437158.295000

