STROKE 1
176 189 1775318910.727000
176 188 1775318910.815000
176 185 1775318910.831000
176 182 1775318910.848000
173 177 1775318910.870000
166 175 1775318910.898000
161 176 1775318910.915000
156 179 1775318910.932000
154 180 1775318910.948000
153 181 1775318910.964000
153 183 1775318910.981000
157 187 1775318910.998000
162 192 1775318911.014000
167 197 1775318911.031000
170 201 1775318911.048000
172 205 1775318911.064000
172 209 1775318911.081000
170 213 1775318911.097000
166 217 1775318911.114000
160 221 1775318911.131000
153 223 1775318911.148000
146 223 1775318911.164000
142 222 1775318911.180000
139 220 1775318911.197000
138 219 1775318911.214000
139 215 1775318911.230000
142 211 1775318911.247000
146 209 1775318911.264000
149 208 1775318911.280000
154 209 1775318911.297000
160 214 1775318911.314000
166 225 1775318911.330000
168 238 1775318911.347000
168 252 1775318911.364000
167 262 1775318911.380000
167 270 1775318911.397000
167 276 1775318911.413000
167 280 1775318911.430000
167 282 1775318911.447000

STROKE 2
210 179 1775318911.839000
209 180 1775318911.929000
207 184 1775318911.946000
204 193 1775318911.962000
202 201 1775318911.979000
203 209 1775318911.995000
205 214 1775318912.012000
209 217 1775318912.029000
214 217 1775318912.045000
222 215 1775318912.062000
228 210 1775318912.079000
233 204 1775318912.096000
235 198 1775318912.112000
236 194 1775318912.128000
235 192 1775318912.145000
234 189 1775318912.162000
233 187 1775318912.179000
233 186 1775318912.195000

STROKE 3
237 178 1775318912.378000
237 178 1775318912.461000
235 176 1775318912.477000
230 171 1775318912.494000
224 163 1775318912.511000
219 154 1775318912.527000
218 144 1775318912.544000
223 136 1775318912.561000
231 129 1775318912.577000
240 126 1775318912.594000
255 128 1775318912.611000
267 135 1775318912.627000
273 142 1775318912.643000

