STROKE 1
64 227 1775154828.246000
65 227 1775154828.371000
66 225 1775154828.388000
68 222 1775154828.404000
72 219 1775154828.421000
75 218 1775154828.438000
78 217 1775154828.454000
82 218 1775154828.471000
89 223 1775154828.488000
94 230 1775154828.504000
96 235 1775154828.521000
97 240 1775154828.537000
97 244 1775154828.555000
95 248 1775154828.570000
92 251 1775154828.587000
88 253 1775154828.604000
83 254 1775154828.620000
79 254 1775154828.637000
72 252 1775154828.654000
67 247 1775154828.670000
65 238 1775154828.687000
65 228 1775154828.704000
70 212 1775154828.720000
75 202 1775154828.737000
79 196 1775154828.753000
83 192 1775154828.770000
87 189 1775154828.787000
89 188 1775154828.803000
92 187 1775154828.820000
94 188 1775154828.834000

STROKE 2
144 208 1775154829.102000
143 209 1775154829.252000
139 216 1775154829.269000
136 229 1775154829.285000
136 242 1775154829.302000
138 249 1775154829.319000
142 253 1775154829.335000
146 256 1775154829.352000
156 256 1775154829.369000
166 253 1775154829.385000
175 247 1775154829.402000
182 239 1775154829.418000
186 232 1775154829.435000
188 224 1775154829.452000
189 220 1775154829.468000
188 216 1775154829.485000
186 213 1775154829.502000
183 210 1775154829.519000
181 209 1775154829.535000
179 208 1775154829.552000
178 207 1775154829.568000
177 207 1775154829.585000

STROKE 3
216 213 1775154829.824000
216 214 1775154829.951000
215 221 1775154829.968000
213 234 1775154829.984000
211 251 1775154830.001000
209 267 1775154830.017000
208 279 1775154830.034000
206 290 1775154830.050000
205 296 1775154830.067000
204 301 1775154830.084000
203 305 1775154830.101000
202 307 1775154830.117000
201 309 1775154830.133000
200 311 1775154830.150000
198 313 1775154830.167000
192 315 1775154830.183000
187 316 1775154830.200000
182 317 1775154830.217000
178 317 1775154830.233000
174 317 1775154830.250000
171 317 1775154830.266000
170 317 1775154830.283000
168 316 1775154830.300000
166 315 1775154830.316000
164 313 1775154830.333000
163 308 1775154830.350000
162 302 1775154830.366000
163 291 1775154830.383000
166 277 1775154830.400000
167 270 1775154830.416000
168 267 1775154830.433000
168 265 1775154830.447000

STROKE 4
205 226 1775154830.663000
205 226 1775154830.765000
209 222 1775154830.782000
217 216 1775154830.798000
228 210 1775154830.815000
235 206 1775154830.832000
242 204 1775154830.848000
245 204 1775154830.865000
250 205 1775154830.881000
255 209 1775154830.898000
261 218 1775154830.915000
263 228 1775154830.932000
263 237 1775154830.948000
261 246 1775154830.965000
258 252 1775154830.981000
253 257 1775154830.998000
250 258 1775154831.015000
246 260 1775154831.031000
242 260 1775154831.045000

STROKE 5
254 204 1775154831.291000
254 204 1775154831.397000
253 203 1775154831.414000
247 199 1775154831.431000
239 193 1775154831.447000
232 183 1775154831.464000
228 173 1775154831.480000
228 163 1775154831.497000
233 148 1775154831.513000
243 138 1775154831.530000
257 132 1775154831.547000
271 130 1775154831.563000
289 131 1775154831.580000
294 133 1775154831.591000

