STROKE 1
185 187 1774905022.8246307
185 186 1774905022.844544
186 184 1774905022.858527
187 183 1774905022.8654602
188 182 1774905022.8723986
189 181 1774905022.886477
190 180 1774905022.8934581
191 180 1774905022.900487
192 179 1774905022.914546
193 179 1774905022.9215195
194 179 1774905022.9285161
195 179 1774905022.9354956
197 179 1774905022.9424129
199 179 1774905022.9493573
201 178 1774905022.9563088
203 178 1774905022.9633532
206 178 1774905022.970508
208 179 1774905022.977405
210 179 1774905022.9844027
212 179 1774905022.9914029
214 180 1774905022.9984145
216 180 1774905023.0053568
217 181 1774905023.0123792
218 182 1774905023.019315
219 183 1774905023.0276175
220 184 1774905023.0416312
220 185 1774905023.0544727
220 186 1774905023.068324
220 187 1774905023.0965605
219 188 1774905023.1245499
219 189 1774905023.145541
218 189 1774905023.1530905
217 190 1774905023.1665072
216 191 1774905023.174208
214 192 1774905023.1875632
213 192 1774905023.19511
212 192 1774905023.2015014
210 192 1774905023.2091026
208 192 1774905023.2155058
205 192 1774905023.2234082
203 192 1774905023.2293339
200 192 1774905023.2370448
198 192 1774905023.2433536
196 192 1774905023.2511277
194 192 1774905023.2574027
191 192 1774905023.265036
188 192 1774905023.2715209
186 192 1774905023.2797391
184 191 1774905023.2863812
182 191 1774905023.2925348
180 190 1774905023.2994022
178 189 1774905023.306015
177 189 1774905023.314529
175 188 1774905023.3200002
174 188 1774905023.327061
173 187 1774905023.3340929
172 186 1774905023.3476286
172 185 1774905023.3616054
171 184 1774905023.368703
171 182 1774905023.3756735
171 181 1774905023.382716
171 179 1774905023.389747
171 177 1774905023.3966484
171 174 1774905023.4037135
172 172 1774905023.4106922
173 169 1774905023.4177964
174 167 1774905023.4247496
175 165 1774905023.4317045
177 163 1774905023.4388525
178 161 1774905023.4457927
180 160 1774905023.4528
181 158 1774905023.4598303
183 157 1774905023.4667447
185 155 1774905023.473742
189 154 1774905023.480767
192 153 1774905023.487763
195 152 1774905023.4946861
199 151 1774905023.5018077
203 151 1774905023.508712
206 151 1774905023.515753
210 151 1774905023.5227518
213 151 1774905023.5296578
216 152 1774905023.5367591
220 152 1774905023.5437033
224 152 1774905023.5506413
228 153 1774905023.5577466
231 154 1774905023.564633
234 155 1774905023.5715919
236 155 1774905023.5786266
238 156 1774905023.5856156
239 157 1774905023.5927007
240 157 1774905023.5996711
240 158 1774905023.6066513
241 158 1774905023.613624
241 159 1774905023.620656

STROKE 2
266 175 1774905024.0066054
266 174 1774905024.033861
266 173 1774905024.0405517
266 172 1774905024.0477502
266 171 1774905024.0546093
266 170 1774905024.0615482
266 169 1774905024.068636
267 168 1774905024.0755706
268 167 1774905024.0825183
268 166 1774905024.0896807
