STROKE 1
26 223 1776027949.085000
26 225 1776027949.180000
25 229 1776027949.197000
23 240 1776027949.214000
23 251 1776027949.230000
24 261 1776027949.247000
26 269 1776027949.263000
28 275 1776027949.281000
33 278 1776027949.297000
37 278 1776027949.313000
44 277 1776027949.330000
52 273 1776027949.347000
63 268 1776027949.364000
70 264 1776027949.380000
78 257 1776027949.397000
84 248 1776027949.413000
87 238 1776027949.430000
88 232 1776027949.446000
87 228 1776027949.463000
86 224 1776027949.480000
83 221 1776027949.496000
76 218 1776027949.513000
68 217 1776027949.529000
58 216 1776027949.546000
49 217 1776027949.562000
41 219 1776027949.579000
32 225 1776027949.596000
29 231 1776027949.612000

STROKE 2
116 228 1776027950.093000
115 229 1776027950.178000
113 232 1776027950.194000
110 239 1776027950.211000
107 247 1776027950.228000
107 255 1776027950.245000
109 267 1776027950.261000
114 276 1776027950.278000
120 281 1776027950.294000
127 283 1776027950.311000
135 282 1776027950.328000
143 279 1776027950.344000
150 275 1776027950.361000
157 271 1776027950.377000
166 265 1776027950.394000
172 261 1776027950.410000
177 254 1776027950.427000
179 247 1776027950.444000
179 239 1776027950.461000
175 227 1776027950.477000
169 220 1776027950.494000
162 216 1776027950.510000
154 213 1776027950.527000
140 214 1776027950.544000
127 218 1776027950.560000
116 224 1776027950.577000
110 233 1776027950.593000
107 242 1776027950.610000

STROKE 3
170 259 1776027951.037000
170 259 1776027951.109000
171 256 1776027951.126000
176 248 1776027951.142000
183 239 1776027951.159000
191 232 1776027951.175000
197 228 1776027951.192000
203 225 1776027951.209000
206 224 1776027951.225000
210 226 1776027951.242000
215 230 1776027951.259000
220 239 1776027951.275000
224 250 1776027951.292000
225 255 1776027951.308000
225 259 1776027951.325000
225 263 1776027951.342000
223 268 1776027951.358000
220 272 1776027951.375000
219 273 1776027951.385000

STROKE 4
148 297 1776027951.907000
148 297 1776027951.974000
147 298 1776027951.990000
143 300 1776027952.007000
137 310 1776027952.023000
133 318 1776027952.040000
132 325 1776027952.057000
133 331 1776027952.073000
136 339 1776027952.090000
142 342 1776027952.106000
148 344 1776027952.123000
156 343 1776027952.140000
166 340 1776027952.157000
170 336 1776027952.173000
171 333 1776027952.190000
171 328 1776027952.206000
169 319 1776027952.223000
161 307 1776027952.240000
155 302 1776027952.256000
150 299 1776027952.273000
146 299 1776027952.289000
141 301 1776027952.306000
135 308 1776027952.323000

STROKE 5
167 320 1776027952.648000
167 319 1776027952.755000
173 312 1776027952.772000
180 304 1776027952.788000
187 299 1776027952.805000
192 298 1776027952.822000
197 299 1776027952.838000
201 302 1776027952.855000
204 308 1776027952.871000
205 315 1776027952.888000
204 324 1776027952.905000
202 329 1776027952.921000
200 332 1776027952.938000
197 334 1776027952.954000
192 335 1776027952.971000
187 335 1776027952.988000
180 335 1776027953.005000
173 332 1776027953.021000
170 330 1776027953.034000

STROKE 6
242 223 1776027953.526000
240 239 1776027953.653000
237 288 1776027953.670000
235 312 1776027953.686000
234 329 1776027953.703000
234 342 1776027953.720000
235 348 1776027953.736000
235 351 1776027953.753000
235 352 1776027953.769000
235 354 1776027953.786000
235 354 1776027953.802000
235 355 1776027953.819000
235 355 1776027953.836000
235 356 1776027953.853000
235 356 1776027953.869000
237 355 1776027953.885000
245 354 1776027953.902000
260 350 1776027953.919000
280 345 1776027953.936000
287 344 1776027953.952000

