STROKE 1
96 195 1776199684.979000
95 196 1776199685.123000
93 200 1776199685.140000
90 207 1776199685.156000
90 219 1776199685.173000
94 233 1776199685.190000
100 245 1776199685.206000
107 252 1776199685.223000
113 255 1776199685.239000
121 255 1776199685.256000
129 250 1776199685.272000
136 241 1776199685.289000
140 233 1776199685.306000
144 224 1776199685.323000
145 218 1776199685.339000
146 213 1776199685.356000
146 208 1776199685.372000
146 204 1776199685.389000
145 199 1776199685.406000
144 197 1776199685.422000
143 196 1776199685.439000
141 195 1776199685.455000
140 196 1776199685.468000

STROKE 2
98 238 1776199685.803000
98 237 1776199685.904000
101 234 1776199685.922000
106 229 1776199685.937000
113 225 1776199685.954000
119 223 1776199685.971000
123 222 1776199685.988000
129 223 1776199686.004000
135 228 1776199686.021000
139 235 1776199686.037000
141 243 1776199686.054000
141 252 1776199686.071000
140 261 1776199686.087000
138 271 1776199686.104000
137 279 1776199686.121000
137 286 1776199686.137000
137 293 1776199686.154000
137 297 1776199686.170000
137 299 1776199686.187000
138 300 1776199686.204000
138 302 1776199686.221000
138 303 1776199686.237000
138 304 1776199686.254000
138 304 1776199686.270000
138 305 1776199686.287000
137 305 1776199686.303000
136 306 1776199686.320000
130 308 1776199686.337000
118 310 1776199686.353000
98 312 1776199686.371000
88 313 1776199686.387000
80 312 1776199686.403000
76 312 1776199686.420000
74 311 1776199686.437000
72 308 1776199686.453000
72 303 1776199686.470000
72 292 1776199686.487000
74 273 1776199686.503000
76 242 1776199686.520000
78 220 1776199686.536000
79 201 1776199686.553000
80 186 1776199686.570000
81 171 1776199686.587000
82 164 1776199686.603000
83 158 1776199686.619000
83 154 1776199686.636000
83 152 1776199686.653000
83 150 1776199686.670000
83 149 1776199686.686000
83 148 1776199686.703000
83 147 1776199686.719000
83 146 1776199686.736000
84 144 1776199686.753000
85 140 1776199686.769000
90 136 1776199686.786000
97 130 1776199686.802000
109 125 1776199686.819000
118 123 1776199686.836000
126 123 1776199686.852000
134 123 1776199686.869000
142 123 1776199686.885000
148 124 1776199686.902000
151 124 1776199686.919000
153 125 1776199686.935000

STROKE 3
143 188 1776199687.185000
143 187 1776199687.301000
140 184 1776199687.318000
135 177 1776199687.334000
129 164 1776199687.351000
128 154 1776199687.368000
130 144 1776199687.384000
137 135 1776199687.401000
145 130 1776199687.418000
156 128 1776199687.434000
166 130 1776199687.451000
176 135 1776199687.467000
182 142 1776199687.484000
185 152 1776199687.501000
185 160 1776199687.517000
182 170 1776199687.534000
177 177 1776199687.550000
171 181 1776199687.567000
162 183 1776199687.583000
156 184 1776199687.600000
148 182 1776199687.617000
141 180 1776199687.634000
138 179 1776199687.650000

STROKE 4
173 209 1776199688.205000
173 211 1776199688.398000
172 219 1776199688.415000
171 234 1776199688.432000
171 252 1776199688.448000
171 270 1776199688.465000
172 288 1776199688.481000
172 298 1776199688.498000
172 306 1776199688.515000
173 311 1776199688.531000
173 315 1776199688.548000
173 317 1776199688.565000
173 318 1776199688.581000
173 319 1776199688.598000
173 320 1776199688.615000
174 320 1776199688.631000
177 321 1776199688.648000
182 321 1776199688.665000
189 321 1776199688.681000
196 320 1776199688.698000
199 319 1776199688.714000
199 319 1776199688.724000

STROKE 5
254 257 1776199689.028000
253 257 1776199689.146000
250 257 1776199689.163000
243 257 1776199689.180000
228 255 1776199689.197000
207 245 1776199689.213000
197 236 1776199689.230000
192 228 1776199689.246000
191 222 1776199689.263000
193 217 1776199689.280000
201 207 1776199689.296000
210 202 1776199689.313000
218 198 1776199689.330000
223 197 1776199689.346000
227 196 1776199689.363000
229 196 1776199689.379000
230 196 1776199689.396000
231 196 1776199689.414000
231 196 1776199689.429000
232 196 1776199689.446000
232 196 1776199689.462000
233 196 1776199689.479000
233 196 1776199689.496000
232 196 1776199689.545000
228 197 1776199689.562000
218 195 1776199689.580000
208 188 1776199689.595000
200 180 1776199689.612000
195 171 1776199689.629000
194 164 1776199689.646000
198 151 1776199689.662000
205 141 1776199689.679000
214 135 1776199689.695000
222 132 1776199689.712000
228 131 1776199689.729000
234 132 1776199689.745000
236 132 1776199689.756000

