STROKE 1
43 262 1776483024.327000
43 262 1776483024.483000
45 262 1776483024.500000
48 262 1776483024.516000
57 261 1776483024.540000
64 261 1776483024.564000
68 262 1776483024.580000
70 263 1776483024.596000
71 264 1776483024.613000
71 264 1776483024.630000
72 266 1776483024.646000
72 268 1776483024.663000
71 271 1776483024.679000
70 273 1776483024.696000
68 276 1776483024.712000
65 278 1776483024.729000
63 279 1776483024.746000
61 279 1776483024.762000
60 280 1776483024.779000
58 280 1776483024.796000
57 280 1776483024.812000
56 280 1776483024.829000
55 280 1776483024.846000
54 280 1776483024.863000
52 280 1776483024.879000
50 278 1776483024.895000
47 276 1776483024.912000
44 272 1776483024.929000
42 267 1776483024.946000
42 263 1776483024.962000
43 256 1776483024.979000
46 249 1776483024.995000
50 243 1776483025.012000
55 239 1776483025.028000
64 235 1776483025.045000
71 234 1776483025.062000
80 235 1776483025.078000

STROKE 2
105 232 1776483025.566000
104 233 1776483025.677000
103 236 1776483025.694000
100 242 1776483025.710000
98 251 1776483025.727000
97 259 1776483025.743000
97 265 1776483025.760000
99 274 1776483025.777000
102 280 1776483025.793000
106 285 1776483025.810000
110 288 1776483025.826000
114 290 1776483025.843000
119 292 1776483025.860000
121 292 1776483025.876000
125 292 1776483025.893000
130 289 1776483025.910000
137 285 1776483025.926000
143 277 1776483025.943000
145 273 1776483025.959000
146 270 1776483025.976000
146 267 1776483025.993000
146 263 1776483026.010000
144 257 1776483026.026000
142 250 1776483026.043000
138 245 1776483026.059000
137 242 1776483026.076000
135 241 1776483026.092000
135 241 1776483026.099000

STROKE 3
101 263 1776483028.081000
101 263 1776483028.288000
103 263 1776483028.304000
106 263 1776483028.320000
113 264 1776483028.337000
121 265 1776483028.354000
125 266 1776483028.370000
127 267 1776483028.387000
129 268 1776483028.403000
129 269 1776483028.420000
130 271 1776483028.437000
131 273 1776483028.453000
132 274 1776483028.470000
132 276 1776483028.484000

STROKE 4
169 256 1776483028.979000
169 257 1776483029.269000
169 264 1776483029.285000
167 279 1776483029.301000
167 299 1776483029.318000
167 318 1776483029.335000
167 337 1776483029.351000
167 347 1776483029.368000
167 355 1776483029.385000
166 360 1776483029.401000
165 364 1776483029.418000
165 366 1776483029.434000
165 367 1776483029.451000
164 368 1776483029.468000
164 369 1776483029.485000
162 369 1776483029.501000
161 370 1776483029.518000
157 371 1776483029.534000
152 371 1776483029.551000
146 371 1776483029.568000
141 371 1776483029.584000
138 370 1776483029.601000
136 369 1776483029.617000
133 367 1776483029.634000
130 363 1776483029.651000
129 361 1776483029.667000
127 356 1776483029.684000
127 350 1776483029.700000
126 339 1776483029.718000
126 330 1776483029.734000
126 321 1776483029.750000
126 314 1776483029.767000
126 309 1776483029.783000
126 305 1776483029.800000
127 300 1776483029.817000
128 299 1776483029.827000

STROKE 5
172 264 1776483030.374000
172 263 1776483030.498000
174 262 1776483030.515000
178 259 1776483030.532000
185 256 1776483030.548000
195 255 1776483030.565000
203 256 1776483030.582000
210 258 1776483030.598000
216 262 1776483030.615000
219 267 1776483030.632000
222 275 1776483030.648000
222 281 1776483030.665000
222 285 1776483030.681000
220 289 1776483030.698000
217 292 1776483030.715000
213 294 1776483030.731000
210 295 1776483030.748000
207 296 1776483030.764000
206 296 1776483030.773000

STROKE 6
245 293 1776483031.153000
244 292 1776483031.314000
243 289 1776483031.330000
240 283 1776483031.346000
239 277 1776483031.363000
238 273 1776483031.380000
238 269 1776483031.396000
238 267 1776483031.413000
239 265 1776483031.430000
242 262 1776483031.446000
247 261 1776483031.463000
255 259 1776483031.479000
260 259 1776483031.496000
265 259 1776483031.513000
270 260 1776483031.529000
273 261 1776483031.546000
276 262 1776483031.562000
279 265 1776483031.579000
281 267 1776483031.596000
283 270 1776483031.612000
284 274 1776483031.629000
285 276 1776483031.646000
286 278 1776483031.662000
286 279 1776483031.679000
286 280 1776483031.696000
286 282 1776483031.712000
286 283 1776483031.729000
286 284 1776483031.746000
286 285 1776483031.762000
286 286 1776483031.779000
286 286 1776483031.795000
286 287 1776483031.812000
286 287 1776483031.829000
286 287 1776483031.845000
286 288 1776483031.862000
286 288 1776483031.878000

STROKE 7
283 268 1776483032.558000
284 268 1776483032.693000
286 266 1776483032.710000
291 263 1776483032.726000
299 260 1776483032.743000
308 257 1776483032.760000
314 256 1776483032.776000
321 257 1776483032.793000
327 258 1776483032.810000
330 260 1776483032.826000
334 262 1776483032.843000
336 266 1776483032.859000
338 269 1776483032.876000
338 273 1776483032.893000
337 280 1776483032.910000
334 284 1776483032.926000
332 288 1776483032.943000
330 290 1776483032.959000
328 292 1776483032.976000
327 292 1776483032.988000

STROKE 8
308 260 1776483033.374000
308 260 1776483033.458000
306 258 1776483033.475000
300 252 1776483033.491000
293 243 1776483033.508000
287 230 1776483033.525000
286 223 1776483033.541000
289 215 1776483033.558000
294 207 1776483033.575000
305 202 1776483033.592000
313 201 1776483033.608000
325 204 1776483033.624000
338 209 1776483033.641000
342 212 1776483033.650000

