STROKE 1
87 182 1775746865.615000
87 183 1775746865.712000
85 186 1775746865.729000
81 195 1775746865.745000
77 205 1775746865.762000
76 216 1775746865.778000
78 224 1775746865.795000
82 230 1775746865.812000
88 235 1775746865.828000
96 237 1775746865.845000
101 236 1775746865.861000
107 234 1775746865.878000
114 230 1775746865.895000
122 223 1775746865.912000
126 217 1775746865.928000
128 212 1775746865.945000
128 207 1775746865.961000
127 203 1775746865.979000
124 197 1775746865.994000
121 195 1775746866.011000
117 194 1775746866.028000
114 194 1775746866.044000
111 196 1775746866.061000
105 202 1775746866.078000
103 209 1775746866.094000
102 216 1775746866.111000
103 222 1775746866.128000
105 227 1775746866.139000

STROKE 2
157 190 1775746866.563000
157 190 1775746866.659000
155 193 1775746866.676000
151 201 1775746866.693000
147 217 1775746866.709000
145 235 1775746866.726000
142 251 1775746866.742000
141 260 1775746866.759000
141 266 1775746866.776000
140 271 1775746866.793000
139 273 1775746866.809000
138 276 1775746866.826000
136 280 1775746866.842000
134 284 1775746866.859000
131 288 1775746866.876000
128 291 1775746866.892000
125 292 1775746866.909000
120 294 1775746866.926000
115 295 1775746866.942000
106 296 1775746866.959000
102 296 1775746866.975000
99 296 1775746866.992000
97 294 1775746867.009000
96 290 1775746867.025000
98 282 1775746867.042000
101 269 1775746867.058000
104 256 1775746867.075000
106 244 1775746867.092000
106 239 1775746867.108000
107 238 1775746867.119000

STROKE 3
160 196 1775746867.588000
161 195 1775746867.691000
165 193 1775746867.707000
173 192 1775746867.724000
182 192 1775746867.740000
193 196 1775746867.757000
198 200 1775746867.774000
199 205 1775746867.790000
199 211 1775746867.807000
196 219 1775746867.823000
190 227 1775746867.840000
186 232 1775746867.856000
182 235 1775746867.873000
178 239 1775746867.890000

STROKE 4
217 197 1775746868.351000
217 196 1775746868.455000
217 196 1775746868.472000
217 195 1775746868.489000
217 195 1775746868.505000
217 195 1775746868.522000
218 196 1775746868.538000
218 196 1775746868.555000
218 196 1775746868.572000
218 196 1775746868.622000
218 196 1775746868.638000
218 195 1775746868.655000
218 195 1775746868.665000

STROKE 5
214 236 1775746868.866000
214 235 1775746869.153000
214 234 1775746869.170000
214 233 1775746869.187000

