STROKE 1
127 216 1775745749.766000
128 215 1775745749.869000
132 213 1775745749.886000
140 211 1775745749.902000
149 211 1775745749.919000
159 213 1775745749.935000
169 217 1775745749.952000
179 228 1775745749.969000
183 239 1775745749.985000
184 247 1775745750.002000
183 252 1775745750.018000
180 259 1775745750.035000
174 262 1775745750.052000
167 265 1775745750.068000
158 266 1775745750.085000
146 266 1775745750.102000
136 266 1775745750.118000
129 265 1775745750.135000
124 264 1775745750.151000
122 263 1775745750.168000
121 262 1775745750.185000
120 262 1775745750.196000

STROKE 2
212 225 1775745750.512000
212 224 1775745750.617000
214 222 1775745750.634000
218 219 1775745750.651000
223 217 1775745750.667000
227 217 1775745750.684000
234 220 1775745750.700000
239 227 1775745750.717000
243 238 1775745750.733000
244 245 1775745750.750000
244 251 1775745750.767000
242 255 1775745750.783000
241 257 1775745750.800000
238 259 1775745750.817000
231 261 1775745750.833000
215 263 1775745750.850000
202 264 1775745750.866000
191 264 1775745750.883000
184 264 1775745750.900000
180 264 1775745750.916000
177 264 1775745750.933000
175 264 1775745750.949000
174 264 1775745750.966000
173 264 1775745750.979000

STROKE 3
222 156 1775745751.508000
222 156 1775745751.615000
213 155 1775745751.631000
176 153 1775745751.649000
148 153 1775745751.664000
130 152 1775745751.681000
119 152 1775745751.698000
114 152 1775745751.715000
110 152 1775745751.731000
109 152 1775745751.748000
108 153 1775745751.764000
107 153 1775745751.781000
107 155 1775745751.798000
106 167 1775745751.814000
106 187 1775745751.831000
105 213 1775745751.848000
105 235 1775745751.864000
106 252 1775745751.881000
108 272 1775745751.897000
109 283 1775745751.914000
110 292 1775745751.930000
110 298 1775745751.947000
110 305 1775745751.964000
110 309 1775745751.980000
110 313 1775745751.997000
111 315 1775745752.014000
112 319 1775745752.030000
115 322 1775745752.047000
122 326 1775745752.063000
136 331 1775745752.080000
155 337 1775745752.097000
179 342 1775745752.113000
194 344 1775745752.130000
204 344 1775745752.147000
215 342 1775745752.163000
224 338 1775745752.180000
228 335 1775745752.197000
229 332 1775745752.213000
230 331 1775745752.230000
230 330 1775745752.246000
230 326 1775745752.263000
229 320 1775745752.280000
228 311 1775745752.296000
226 298 1775745752.313000
223 282 1775745752.329000
222 274 1775745752.346000
221 270 1775745752.363000

