STROKE 1
84 201 1775217737.522000
85 201 1775217737.622000
86 199 1775217737.639000
90 195 1775217737.656000
94 192 1775217737.672000
98 192 1775217737.688000
104 193 1775217737.705000
113 200 1775217737.723000
118 208 1775217737.738000
120 215 1775217737.755000
121 222 1775217737.772000
120 231 1775217737.788000
116 241 1775217737.805000
111 245 1775217737.821000
105 247 1775217737.838000
97 248 1775217737.855000
83 244 1775217737.872000
74 240 1775217737.888000
67 235 1775217737.904000
64 231 1775217737.921000
62 229 1775217737.939000
62 228 1775217737.954000

STROKE 2
150 205 1775217738.351000
150 204 1775217738.454000
150 203 1775217738.470000
152 200 1775217738.487000
154 198 1775217738.503000
157 196 1775217738.520000
161 195 1775217738.537000
165 196 1775217738.553000
170 199 1775217738.569000
174 204 1775217738.586000
178 211 1775217738.604000
180 217 1775217738.619000
181 222 1775217738.636000
181 226 1775217738.653000
181 230 1775217738.669000
178 237 1775217738.686000
175 243 1775217738.703000
170 247 1775217738.719000
164 249 1775217738.736000
154 248 1775217738.753000
145 245 1775217738.769000
137 242 1775217738.786000
131 238 1775217738.802000
128 237 1775217738.819000
126 236 1775217738.836000
126 235 1775217738.847000

STROKE 3
246 207 1775217740.269000
246 206 1775217740.367000
245 205 1775217740.384000
237 200 1775217740.414000
229 198 1775217740.432000
220 197 1775217740.449000
214 198 1775217740.465000
210 199 1775217740.482000
207 199 1775217740.499000
206 200 1775217740.515000
206 200 1775217740.532000
206 201 1775217740.552000
206 201 1775217740.565000
208 201 1775217740.582000
213 203 1775217740.598000
218 205 1775217740.615000
223 207 1775217740.631000
228 211 1775217740.648000
233 215 1775217740.665000
238 221 1775217740.681000
240 226 1775217740.698000
241 229 1775217740.714000
242 232 1775217740.731000
242 236 1775217740.748000
242 239 1775217740.764000
241 243 1775217740.781000
239 248 1775217740.798000
236 252 1775217740.814000
234 254 1775217740.831000
231 256 1775217740.847000
228 257 1775217740.864000
223 258 1775217740.881000
216 258 1775217740.897000
210 258 1775217740.914000
206 257 1775217740.931000
202 256 1775217740.947000
200 254 1775217740.964000
199 252 1775217740.980000
199 249 1775217740.997000
199 244 1775217741.013000
200 241 1775217741.031000
201 237 1775217741.047000
202 236 1775217741.064000
202 235 1775217741.080000
203 235 1775217741.097000
207 238 1775217741.114000
212 244 1775217741.130000
216 253 1775217741.147000
219 265 1775217741.163000
221 278 1775217741.180000
221 296 1775217741.197000
220 310 1775217741.213000
219 320 1775217741.230000
218 329 1775217741.247000
217 332 1775217741.263000
217 333 1775217741.280000
217 334 1775217741.295000

STROKE 4
224 193 1775217741.832000
222 192 1775217741.928000
217 188 1775217741.945000
206 178 1775217741.961000
197 166 1775217741.978000
194 154 1775217741.995000
200 138 1775217742.011000
210 128 1775217742.028000
221 123 1775217742.045000
230 121 1775217742.062000
243 123 1775217742.078000
257 129 1775217742.094000

STROKE 5
285 212 1775217742.742000
284 212 1775217743.075000
284 212 1775217743.092000
283 211 1775217743.108000
282 211 1775217743.125000
282 210 1775217743.142000
282 210 1775217743.159000
282 210 1775217743.208000
283 210 1775217743.225000
283 211 1775217743.242000
284 211 1775217743.258000
284 212 1775217743.275000
284 212 1775217743.292000
284 213 1775217743.308000

STROKE 6
281 259 1775217743.985000
281 259 1775217744.323000
281 259 1775217744.339000
281 258 1775217744.356000
281 258 1775217744.372000
281 258 1775217744.397000
281 258 1775217744.407000
282 258 1775217744.588000
282 258 1775217744.605000
283 258 1775217744.622000
284 258 1775217744.638000
285 258 1775217744.655000
285 258 1775217744.672000
286 258 1775217744.688000

