STROKE 1
130 253 1775155223.439000
130 253 1775155223.465000
127 252 1775155223.482000
118 246 1775155223.499000
109 239 1775155223.515000
101 232 1775155223.532000
94 224 1775155223.549000
92 219 1775155223.565000
91 215 1775155223.582000
94 209 1775155223.598000
102 201 1775155223.615000
116 192 1775155223.632000
126 189 1775155223.648000
132 189 1775155223.665000
139 190 1775155223.682000
147 194 1775155223.699000
152 198 1775155223.715000
154 202 1775155223.731000
156 207 1775155223.748000
156 213 1775155223.765000
157 222 1775155223.781000
159 230 1775155223.798000
162 237 1775155223.815000
166 243 1775155223.831000
173 247 1775155223.848000
179 248 1775155223.865000
184 248 1775155223.881000
190 248 1775155223.898000
197 247 1775155223.915000
204 244 1775155223.931000
207 240 1775155223.948000
210 236 1775155223.964000
210 231 1775155223.981000
209 222 1775155223.998000
206 215 1775155224.014000
202 209 1775155224.031000
199 205 1775155224.047000
196 202 1775155224.065000
194 201 1775155224.081000
193 201 1775155224.097000

STROKE 2
187 263 1775155224.354000
187 263 1775155224.480000
191 263 1775155224.496000
206 268 1775155224.513000
216 275 1775155224.530000
222 282 1775155224.546000
225 288 1775155224.563000
225 294 1775155224.580000
222 304 1775155224.596000
217 311 1775155224.613000
210 315 1775155224.629000
202 316 1775155224.646000
193 316 1775155224.663000
179 311 1775155224.679000
171 305 1775155224.696000
166 299 1775155224.713000
165 290 1775155224.729000
168 280 1775155224.746000
173 270 1775155224.762000
180 264 1775155224.779000
186 261 1775155224.796000
194 259 1775155224.812000
196 259 1775155224.823000

STROKE 3
256 210 1775155225.297000
255 209 1775155225.477000
253 208 1775155225.494000
249 207 1775155225.510000
243 206 1775155225.527000
236 206 1775155225.544000
231 206 1775155225.560000
228 207 1775155225.577000
226 207 1775155225.594000
225 208 1775155225.611000
225 208 1775155225.627000
225 208 1775155225.647000
225 209 1775155225.660000
229 212 1775155225.677000
240 220 1775155225.693000
249 227 1775155225.710000
255 234 1775155225.727000
259 240 1775155225.743000
261 244 1775155225.760000
262 248 1775155225.777000
262 250 1775155225.793000
262 252 1775155225.810000
260 253 1775155225.826000
254 256 1775155225.843000
249 257 1775155225.860000
243 257 1775155225.876000
239 256 1775155225.893000
236 256 1775155225.910000
233 255 1775155225.926000
232 254 1775155225.943000
231 253 1775155225.960000
231 253 1775155225.976000
231 252 1775155225.993000
232 251 1775155226.009000
233 250 1775155226.026000
235 250 1775155226.043000
240 253 1775155226.059000
244 259 1775155226.076000
247 270 1775155226.093000
248 284 1775155226.109000
248 304 1775155226.127000
248 317 1775155226.142000
248 326 1775155226.159000
248 331 1775155226.176000
248 333 1775155226.192000

STROKE 4
248 205 1775155226.528000
248 205 1775155226.641000
246 203 1775155226.658000
240 196 1775155226.674000
232 187 1775155226.691000
227 176 1775155226.708000
226 163 1775155226.724000
230 152 1775155226.741000
239 142 1775155226.758000
251 136 1775155226.774000
263 134 1775155226.791000
278 134 1775155226.808000
294 138 1775155226.824000
312 146 1775155226.841000

