STROKE 1
125 192 1776435898.494000
125 193 1776435898.590000
121 197 1776435898.607000
116 206 1776435898.623000
113 218 1776435898.640000
112 229 1776435898.656000
116 246 1776435898.673000
123 254 1776435898.690000
132 259 1776435898.706000
142 261 1776435898.723000
154 261 1776435898.740000
162 261 1776435898.756000
169 260 1776435898.773000
175 257 1776435898.789000
180 250 1776435898.806000
183 240 1776435898.822000
183 232 1776435898.839000
180 224 1776435898.856000
176 218 1776435898.872000
169 213 1776435898.889000
166 212 1776435898.905000
163 211 1776435898.922000
161 211 1776435898.939000

STROKE 2
117 237 1776435899.237000
117 237 1776435899.321000
118 236 1776435899.338000
124 232 1776435899.355000
133 230 1776435899.371000
145 232 1776435899.388000
157 237 1776435899.405000
167 246 1776435899.421000

STROKE 3
126 266 1776435899.848000
126 268 1776435899.953000
126 275 1776435899.970000
126 288 1776435899.986000
126 303 1776435900.003000
126 314 1776435900.019000
127 323 1776435900.036000
127 325 1776435900.053000
127 326 1776435900.069000

STROKE 4
159 268 1776435900.211000
159 269 1776435900.319000
158 272 1776435900.336000
154 287 1776435900.352000
150 304 1776435900.369000
148 320 1776435900.385000
148 332 1776435900.402000
148 343 1776435900.419000
149 349 1776435900.435000
150 353 1776435900.452000
154 356 1776435900.468000
160 358 1776435900.486000
171 358 1776435900.502000
181 357 1776435900.518000
189 355 1776435900.535000
195 353 1776435900.552000
202 351 1776435900.569000
203 350 1776435900.580000

STROKE 5
216 218 1776435901.057000
216 217 1776435901.167000
217 216 1776435901.184000
217 215 1776435901.200000
217 214 1776435901.217000
217 214 1776435901.233000
217 214 1776435901.283000
217 214 1776435901.300000
216 214 1776435901.317000
216 214 1776435901.334000
215 213 1776435901.350000
215 213 1776435901.366000
215 212 1776435901.383000
215 212 1776435901.533000
215 212 1776435901.549000

STROKE 6
212 262 1776435901.748000
212 262 1776435902.165000
212 261 1776435902.181000
212 261 1776435902.198000
212 260 1776435902.215000
212 260 1776435902.231000
213 260 1776435902.248000
214 260 1776435902.264000
214 260 1776435902.275000

