STROKE 1
136 185 1776028942.558000
137 185 1776028942.672000
138 183 1776028942.689000
139 182 1776028942.706000
140 181 1776028942.722000
140 180 1776028942.739000
140 179 1776028942.756000
139 177 1776028942.772000
136 175 1776028942.789000
131 174 1776028942.805000
127 174 1776028942.822000
121 175 1776028942.839000
117 177 1776028942.855000
114 178 1776028942.872000
113 179 1776028942.889000
112 180 1776028942.905000
112 181 1776028942.922000
113 182 1776028942.938000
114 184 1776028942.955000
118 186 1776028942.972000
126 190 1776028942.988000
130 192 1776028943.005000
134 194 1776028943.021000
137 196 1776028943.038000
139 198 1776028943.055000
141 200 1776028943.071000
142 202 1776028943.088000
143 205 1776028943.105000
143 208 1776028943.122000
142 211 1776028943.138000
141 214 1776028943.154000
138 217 1776028943.171000
133 219 1776028943.188000
127 221 1776028943.205000
122 222 1776028943.221000
119 222 1776028943.238000
116 222 1776028943.254000
111 220 1776028943.271000
107 218 1776028943.287000
105 217 1776028943.304000
105 216 1776028943.321000
104 215 1776028943.337000
105 214 1776028943.354000
107 213 1776028943.371000
112 212 1776028943.387000
117 213 1776028943.404000
124 215 1776028943.421000
127 217 1776028943.437000
129 218 1776028943.454000
129 219 1776028943.470000

STROKE 2
130 174 1776028944.002000
129 173 1776028944.119000
127 172 1776028944.135000
122 169 1776028944.152000
110 161 1776028944.169000
103 154 1776028944.185000
99 148 1776028944.202000
97 142 1776028944.219000
98 137 1776028944.236000
102 130 1776028944.252000
106 126 1776028944.269000
110 123 1776028944.285000
115 122 1776028944.302000
122 121 1776028944.318000
129 122 1776028944.335000
136 124 1776028944.352000
143 127 1776028944.368000
150 133 1776028944.385000
153 138 1776028944.402000
154 142 1776028944.418000
155 145 1776028944.435000
152 150 1776028944.452000
149 156 1776028944.468000
144 160 1776028944.485000
139 164 1776028944.501000
133 166 1776028944.518000
126 168 1776028944.535000
121 169 1776028944.551000
117 170 1776028944.568000
116 170 1776028944.577000

STROKE 3
127 223 1776028945.234000
127 225 1776028945.382000
127 231 1776028945.399000
129 240 1776028945.416000
130 258 1776028945.432000
130 270 1776028945.449000
130 281 1776028945.466000
129 294 1776028945.483000
128 301 1776028945.499000
128 305 1776028945.515000
127 308 1776028945.532000
127 309 1776028945.549000
127 311 1776028945.565000
127 312 1776028945.582000
127 312 1776028945.599000
127 313 1776028945.615000
127 313 1776028945.637000
127 313 1776028945.648000
130 312 1776028945.665000
137 309 1776028945.682000
150 304 1776028945.699000
168 300 1776028945.715000

STROKE 4
161 175 1776028946.347000
161 175 1776028946.615000
161 176 1776028946.632000
161 176 1776028946.648000
161 177 1776028946.669000
161 178 1776028946.696000
160 178 1776028946.713000
161 177 1776028946.813000
162 177 1776028946.829000
162 177 1776028946.846000
163 177 1776028946.862000
163 177 1776028946.879000
164 177 1776028946.896000
164 178 1776028946.916000
164 178 1776028946.931000
164 179 1776028946.945000
163 179 1776028946.962000
162 179 1776028946.979000
162 179 1776028946.995000
161 179 1776028947.012000
161 178 1776028947.028000
161 178 1776028947.045000
161 177 1776028947.062000
162 177 1776028947.078000
163 177 1776028947.095000
165 177 1776028947.112000
166 177 1776028947.128000
167 177 1776028947.145000
167 177 1776028947.162000
167 177 1776028947.178000

STROKE 5
161 216 1776028947.770000
161 216 1776028947.909000
161 214 1776028947.926000
161 214 1776028947.943000
162 213 1776028947.960000
162 212 1776028947.976000
163 212 1776028947.993000
164 212 1776028948.009000
164 212 1776028948.026000
165 212 1776028948.043000
166 213 1776028948.060000
166 213 1776028948.076000
166 213 1776028948.142000
165 213 1776028948.159000
165 212 1776028948.176000
164 212 1776028948.192000
164 212 1776028948.209000
163 212 1776028948.226000
163 212 1776028948.275000
162 212 1776028948.292000
161 212 1776028948.309000
160 213 1776028948.325000
159 213 1776028948.342000
158 214 1776028948.359000
157 214 1776028948.375000
157 214 1776028948.392000
157 214 1776028948.408000
157 213 1776028948.425000
157 213 1776028948.442000
158 212 1776028948.458000
158 212 1776028948.475000
159 212 1776028948.492000
159 212 1776028948.508000
160 212 1776028948.525000
160 212 1776028948.541000
161 212 1776028948.558000

