STROKE 1
178 203 1776028073.166000
177 203 1776028073.265000
170 200 1776028073.282000
154 197 1776028073.298000
134 196 1776028073.315000
120 200 1776028073.332000
110 206 1776028073.348000
104 215 1776028073.365000
102 231 1776028073.381000
105 244 1776028073.398000
111 254 1776028073.415000
120 259 1776028073.431000
134 262 1776028073.448000
145 262 1776028073.464000
156 261 1776028073.481000
163 261 1776028073.498000
168 260 1776028073.515000
170 260 1776028073.531000
172 260 1776028073.547000

STROKE 2
130 264 1776028073.903000
130 266 1776028074.031000
130 276 1776028074.046000
130 299 1776028074.063000
131 314 1776028074.080000
131 326 1776028074.096000
131 338 1776028074.113000
132 344 1776028074.129000
132 348 1776028074.146000
134 352 1776028074.163000
139 356 1776028074.180000
148 358 1776028074.196000
161 358 1776028074.213000
176 357 1776028074.229000
190 355 1776028074.246000
199 352 1776028074.263000

STROKE 3
140 184 1776028075.129000
139 184 1776028075.227000
131 181 1776028075.243000
116 172 1776028075.260000
104 163 1776028075.277000
98 152 1776028075.294000
98 144 1776028075.310000
103 134 1776028075.326000
116 124 1776028075.343000
137 115 1776028075.360000
150 111 1776028075.377000
161 109 1776028075.393000
169 107 1776028075.410000
174 107 1776028075.426000
182 109 1776028075.443000
186 112 1776028075.460000
190 118 1776028075.476000
191 126 1776028075.493000
191 137 1776028075.510000
187 154 1776028075.526000
183 165 1776028075.543000
178 172 1776028075.560000
168 180 1776028075.577000
159 184 1776028075.593000
149 186 1776028075.609000
140 187 1776028075.626000

