STROKE 1
52 283 1775746820.005000
52 282 1775746820.105000
54 281 1775746820.121000
57 277 1775746820.138000
64 273 1775746820.155000
68 272 1775746820.172000
73 273 1775746820.188000
77 276 1775746820.205000
81 279 1775746820.222000
82 283 1775746820.238000
83 285 1775746820.255000
82 287 1775746820.271000
81 290 1775746820.288000
75 293 1775746820.305000
70 293 1775746820.321000
62 292 1775746820.338000
54 287 1775746820.354000
48 281 1775746820.371000
45 275 1775746820.388000
46 271 1775746820.404000
49 266 1775746820.421000
53 260 1775746820.438000
63 255 1775746820.454000
71 253 1775746820.471000
79 253 1775746820.487000
86 254 1775746820.504000
88 255 1775746820.512000

STROKE 2
116 262 1775746820.923000
116 262 1775746821.036000
113 263 1775746821.052000
110 267 1775746821.069000
107 273 1775746821.086000
106 279 1775746821.103000
107 288 1775746821.119000
110 293 1775746821.136000
114 297 1775746821.152000
119 298 1775746821.169000
126 298 1775746821.186000
133 296 1775746821.202000
138 293 1775746821.219000
142 290 1775746821.236000
145 286 1775746821.252000
146 280 1775746821.269000
146 276 1775746821.285000
146 272 1775746821.302000
146 270 1775746821.319000
145 268 1775746821.335000
145 267 1775746821.352000
144 266 1775746821.369000

STROKE 3
140 249 1775746821.676000
140 249 1775746821.734000
139 247 1775746821.751000
137 242 1775746821.767000
136 231 1775746821.784000
137 220 1775746821.801000
140 209 1775746821.817000
144 203 1775746821.834000
150 199 1775746821.852000
153 199 1775746821.867000
159 201 1775746821.884000
166 205 1775746821.901000
171 211 1775746821.917000
176 223 1775746821.934000
177 235 1775746821.950000
178 245 1775746821.967000
177 255 1775746821.984000
177 268 1775746822.001000
176 278 1775746822.017000
175 287 1775746822.034000
175 293 1775746822.050000
175 297 1775746822.067000
175 299 1775746822.079000

STROKE 4
226 300 1775746822.585000
226 300 1775746822.732000
222 299 1775746822.749000
214 297 1775746822.765000
203 292 1775746822.782000
196 286 1775746822.798000
191 278 1775746822.815000
190 275 1775746822.832000
190 272 1775746822.848000
193 268 1775746822.865000
197 266 1775746822.882000
205 263 1775746822.898000
212 262 1775746822.915000
217 261 1775746822.932000
221 262 1775746822.948000
225 263 1775746822.965000
227 263 1775746822.981000
228 264 1775746822.998000
229 264 1775746823.007000

STROKE 5
219 265 1775746823.310000
219 265 1775746823.414000
216 264 1775746823.430000
207 258 1775746823.447000
196 248 1775746823.464000
188 238 1775746823.480000
186 229 1775746823.497000
189 222 1775746823.513000
195 217 1775746823.530000
204 215 1775746823.547000
216 215 1775746823.563000
226 217 1775746823.580000
229 218 1775746823.590000

