STROKE 1
79 223 1776488742.974000
79 223 1776488743.083000
78 223 1776488743.100000
72 223 1776488743.116000
63 224 1776488743.133000
52 225 1776488743.149000
42 229 1776488743.166000
33 239 1776488743.183000
29 246 1776488743.199000
26 251 1776488743.216000
25 255 1776488743.233000
24 259 1776488743.250000
24 262 1776488743.266000
25 268 1776488743.282000
27 276 1776488743.299000
30 282 1776488743.316000
36 288 1776488743.333000
41 291 1776488743.349000
47 292 1776488743.366000
52 292 1776488743.382000
58 291 1776488743.399000
65 289 1776488743.416000
68 287 1776488743.432000
70 284 1776488743.449000
72 282 1776488743.465000
73 279 1776488743.482000
73 275 1776488743.499000
71 272 1776488743.515000
68 269 1776488743.532000
63 266 1776488743.548000
53 264 1776488743.565000
45 264 1776488743.582000
38 265 1776488743.599000
32 267 1776488743.615000
27 272 1776488743.632000
25 276 1776488743.648000

STROKE 2
107 289 1776488744.082000
106 288 1776488744.214000
103 287 1776488744.230000
96 281 1776488744.247000
91 276 1776488744.263000
88 271 1776488744.280000
87 268 1776488744.297000
87 264 1776488744.314000
90 252 1776488744.330000
94 244 1776488744.347000
97 238 1776488744.363000
99 234 1776488744.380000
102 231 1776488744.396000
104 230 1776488744.413000
107 229 1776488744.430000
111 228 1776488744.447000
114 227 1776488744.463000
118 227 1776488744.480000
121 227 1776488744.496000
125 229 1776488744.513000
130 232 1776488744.530000
137 238 1776488744.546000
141 243 1776488744.563000
144 246 1776488744.579000
146 249 1776488744.596000
147 252 1776488744.613000
148 254 1776488744.629000
149 255 1776488744.646000
149 256 1776488744.663000
149 258 1776488744.679000
149 262 1776488744.696000
149 266 1776488744.712000
148 271 1776488744.729000
148 275 1776488744.746000
147 279 1776488744.763000
146 281 1776488744.779000
146 283 1776488744.796000
145 284 1776488744.812000
145 285 1776488744.829000
145 286 1776488744.836000

STROKE 3
145 262 1776488745.181000
145 261 1776488745.295000
147 257 1776488745.311000
151 249 1776488745.327000
156 240 1776488745.344000
161 233 1776488745.361000
166 227 1776488745.378000
168 225 1776488745.394000
170 224 1776488745.411000
171 224 1776488745.427000
173 224 1776488745.444000
178 225 1776488745.461000
184 228 1776488745.477000
191 235 1776488745.494000
199 244 1776488745.511000
201 250 1776488745.527000
203 254 1776488745.544000
204 256 1776488745.560000
204 258 1776488745.577000
204 261 1776488745.594000
203 266 1776488745.610000
201 271 1776488745.627000
199 276 1776488745.644000
195 280 1776488745.660000
191 283 1776488745.677000
189 285 1776488745.693000
187 286 1776488745.710000
185 286 1776488745.727000
184 287 1776488745.743000

STROKE 4
227 222 1776488746.415000
226 223 1776488746.558000
224 230 1776488746.575000
222 244 1776488746.591000
219 264 1776488746.608000
216 285 1776488746.625000
215 304 1776488746.641000
215 323 1776488746.658000
215 334 1776488746.674000
215 344 1776488746.691000
215 350 1776488746.708000
215 356 1776488746.725000
215 358 1776488746.741000
215 359 1776488746.757000
215 360 1776488746.774000
215 360 1776488746.791000
215 361 1776488746.807000
214 362 1776488746.824000
211 362 1776488746.841000
206 362 1776488746.857000
198 361 1776488746.874000
189 360 1776488746.890000
185 360 1776488746.907000
182 359 1776488746.924000
180 358 1776488746.940000
178 356 1776488746.957000
176 352 1776488746.974000
175 346 1776488746.990000
174 336 1776488747.007000
175 323 1776488747.024000
180 305 1776488747.040000
183 294 1776488747.057000
186 288 1776488747.073000

STROKE 5
223 229 1776488747.675000
223 228 1776488747.789000
225 225 1776488747.805000
229 222 1776488747.821000
235 218 1776488747.838000
243 216 1776488747.856000
254 215 1776488747.871000
264 217 1776488747.888000
272 222 1776488747.905000
279 228 1776488747.921000
283 240 1776488747.938000
284 247 1776488747.955000
284 252 1776488747.971000
283 258 1776488747.988000
280 263 1776488748.005000
276 269 1776488748.021000
271 273 1776488748.038000
267 275 1776488748.054000

STROKE 6
265 299 1776488748.682000
265 299 1776488748.869000
266 299 1776488748.886000
267 300 1776488748.903000
268 300 1776488748.919000
269 300 1776488748.936000
270 301 1776488748.952000
270 301 1776488748.969000
270 302 1776488748.986000
270 302 1776488749.002000
270 302 1776488749.028000
270 302 1776488749.043000
270 303 1776488749.052000
270 303 1776488749.069000
269 303 1776488749.085000
268 303 1776488749.102000
268 303 1776488749.118000
267 303 1776488749.135000
267 303 1776488749.151000
267 302 1776488749.168000
267 302 1776488749.193000
267 302 1776488749.202000
267 302 1776488749.219000
268 301 1776488749.235000
269 301 1776488749.252000
270 301 1776488749.268000
270 301 1776488749.285000
271 302 1776488749.302000
271 302 1776488749.318000
271 303 1776488749.335000
270 303 1776488749.351000
269 304 1776488749.368000
268 304 1776488749.384000
267 304 1776488749.401000
266 304 1776488749.418000
266 304 1776488749.434000
265 303 1776488749.451000
265 303 1776488749.468000
265 302 1776488749.484000
265 302 1776488749.501000

