STROKE 1
111 222 1777642360.008000
98 220 1777642360.173000
98 218 1777642360.190000
98 214 1777642360.206000
98 211 1777642360.223000
98 209 1777642360.240000
99 207 1777642360.257000
100 205 1777642360.273000
101 204 1777642360.290000
103 203 1777642360.306000
104 203 1777642360.323000
106 203 1777642360.340000
107 203 1777642360.357000
108 203 1777642360.374000
109 203 1777642360.390000
111 203 1777642360.407000
112 203 1777642360.424000
113 203 1777642360.440000
114 203 1777642360.457000
115 203 1777642360.474000
116 203 1777642360.490000
117 203 1777642360.524000
117 204 1777642360.541000
117 205 1777642360.558000
117 207 1777642360.574000
117 209 1777642360.591000
117 211 1777642360.608000
117 213 1777642360.624000
117 216 1777642360.641000
115 218 1777642360.658000
113 220 1777642360.675000
110 223 1777642360.691000
107 224 1777642360.708000
103 226 1777642360.725000
99 227 1777642360.742000
96 228 1777642360.758000
93 228 1777642360.775000
91 228 1777642360.792000
90 228 1777642360.808000
89 224 1777642360.825000
89 220 1777642360.842000
89 215 1777642360.859000
89 211 1777642360.875000
89 207 1777642360.892000
89 203 1777642360.909000
89 200 1777642360.926000
89 197 1777642360.942000
89 194 1777642360.959000
89 191 1777642360.976000
91 188 1777642360.993000
93 185 1777642361.009000
96 182 1777642361.026000
100 179 1777642361.043000
104 178 1777642361.060000
109 177 1777642361.076000
113 177 1777642361.093000
116 177 1777642361.110000
117 177 1777642361.127000
119 177 1777642361.143000

STROKE 2
140 179 1777642361.629000
144 171 1777642361.747000
148 171 1777642361.763000
152 171 1777642361.780000
156 171 1777642361.797000
158 173 1777642361.813000
160 175 1777642361.830000
161 177 1777642361.847000
161 179 1777642361.863000
161 183 1777642361.880000
157 186 1777642361.897000
153 189 1777642361.914000
150 192 1777642361.930000
147 193 1777642361.947000
145 194 1777642361.963000
144 195 1777642361.980000
143 195 1777642362.001000
144 195 1777642362.047000
147 195 1777642362.064000
151 195 1777642362.081000
155 195 1777642362.098000
159 195 1777642362.115000
163 195 1777642362.131000
166 195 1777642362.148000
168 196 1777642362.164000
170 197 1777642362.181000
171 199 1777642362.198000
171 201 1777642362.214000
171 203 1777642362.231000
171 206 1777642362.248000
171 208 1777642362.265000
171 211 1777642362.281000
169 212 1777642362.298000
167 215 1777642362.315000
165 217 1777642362.331000
160 219 1777642362.348000
155 220 1777642362.365000
149 220 1777642362.382000
145 220 1777642362.398000
142 218 1777642362.416000
140 214 1777642362.432000
140 212 1777642362.449000
140 211 1777642362.469000

STROKE 3
168 196 1777642362.871000
174 191 1777642362.951000
174 187 1777642362.968000
174 183 1777642362.985000
175 178 1777642363.002000
177 174 1777642363.018000
180 170 1777642363.035000
183 168 1777642363.052000
187 166 1777642363.068000
191 165 1777642363.085000
195 164 1777642363.102000
200 164 1777642363.118000
204 164 1777642363.135000
208 164 1777642363.152000
212 164 1777642363.168000
215 165 1777642363.185000
217 167 1777642363.202000
220 169 1777642363.219000
222 171 1777642363.235000
224 174 1777642363.252000
225 177 1777642363.269000
226 180 1777642363.286000
227 185 1777642363.302000
227 189 1777642363.319000
227 194 1777642363.336000
227 199 1777642363.352000
227 203 1777642363.369000
227 206 1777642363.386000
227 210 1777642363.403000
225 213 1777642363.420000
223 215 1777642363.436000
218 218 1777642363.453000
214 220 1777642363.470000
209 220 1777642363.486000
204 221 1777642363.503000
199 221 1777642363.520000
195 221 1777642363.537000
191 220 1777642363.553000
189 217 1777642363.570000
189 214 1777642363.587000
189 212 1777642363.604000
189 210 1777642363.620000
190 208 1777642363.637000
194 206 1777642363.654000
197 204 1777642363.670000
201 203 1777642363.687000
205 202 1777642363.704000
207 202 1777642363.721000
209 202 1777642363.737000
211 202 1777642363.754000
212 202 1777642363.771000
213 203 1777642363.788000
214 205 1777642363.804000
215 209 1777642363.821000
215 211 1777642363.838000

STROKE 4
227 184 1777642364.344000
227 172 1777642364.441000
228 170 1777642364.458000
231 167 1777642364.474000
235 164 1777642364.491000
239 162 1777642364.508000
244 159 1777642364.524000
249 158 1777642364.541000
254 156 1777642364.558000
259 155 1777642364.575000
263 155 1777642364.591000
266 154 1777642364.608000
269 154 1777642364.624000
271 154 1777642364.641000
274 156 1777642364.658000
277 159 1777642364.675000
279 162 1777642364.691000
280 166 1777642364.708000
281 169 1777642364.725000
282 174 1777642364.742000
282 178 1777642364.758000
282 182 1777642364.775000
282 186 1777642364.792000
282 190 1777642364.809000
279 194 1777642364.825000
276 198 1777642364.842000
273 200 1777642364.859000
268 203 1777642364.876000
264 204 1777642364.893000
260 204 1777642364.909000
257 205 1777642364.926000
255 205 1777642364.943000
253 205 1777642364.959000

