STROKE 1
95 215 1777671889.840000
102 204 1777671889.992000
104 204 1777671890.009000
107 204 1777671890.025000
110 205 1777671890.042000
114 207 1777671890.059000
117 211 1777671890.076000
120 215 1777671890.092000
122 220 1777671890.109000
124 225 1777671890.126000
124 229 1777671890.143000
125 233 1777671890.159000
125 238 1777671890.176000
125 242 1777671890.192000
122 245 1777671890.210000
116 246 1777671890.226000
110 247 1777671890.243000
106 247 1777671890.259000
102 244 1777671890.276000
100 241 1777671890.293000
99 239 1777671890.310000
99 238 1777671890.331000

STROKE 2
138 212 1777671892.902000
147 204 1777671893.037000
150 204 1777671893.054000
152 204 1777671893.070000
156 204 1777671893.087000
158 205 1777671893.103000
161 207 1777671893.120000
163 209 1777671893.137000
164 211 1777671893.154000
164 215 1777671893.170000
164 219 1777671893.187000
164 225 1777671893.204000
164 229 1777671893.221000
163 234 1777671893.237000
161 238 1777671893.254000
158 241 1777671893.271000
155 242 1777671893.288000
148 243 1777671893.304000
139 243 1777671893.321000
131 239 1777671893.338000
127 235 1777671893.355000
125 230 1777671893.371000
125 229 1777671893.388000

STROKE 3
204 240 1777671897.532000
195 229 1777671897.637000
194 222 1777671897.654000
194 215 1777671897.671000
194 210 1777671897.688000
194 207 1777671897.704000
196 206 1777671897.720000
199 205 1777671897.738000
203 205 1777671897.754000
207 205 1777671897.772000
210 205 1777671897.788000
213 205 1777671897.805000
216 205 1777671897.821000
219 205 1777671897.839000
222 208 1777671897.855000
224 210 1777671897.872000
226 212 1777671897.888000
227 215 1777671897.905000
228 219 1777671897.922000
228 224 1777671897.939000
228 229 1777671897.955000
228 234 1777671897.972000
228 237 1777671897.989000
228 239 1777671898.006000
227 239 1777671898.055000

STROKE 4
233 220 1777671898.340000
234 211 1777671898.406000
234 209 1777671898.423000
235 208 1777671898.423000
237 205 1777671898.440000
241 203 1777671898.457000
245 202 1777671898.474000
249 202 1777671898.490000
253 202 1777671898.507000
256 202 1777671898.524000
259 204 1777671898.541000
261 208 1777671898.557000
262 215 1777671898.575000
263 222 1777671898.591000
