STROKE 1
127 240 1775598443.343000
127 240 1775598443.417000
127 238 1775598443.433000
131 235 1775598443.450000
138 232 1775598443.467000
147 230 1775598443.483000
161 235 1775598443.500000
169 243 1775598443.516000
172 250 1775598443.533000
173 257 1775598443.549000
171 269 1775598443.567000
166 280 1775598443.583000
159 287 1775598443.599000
153 292 1775598443.616000
147 293 1775598443.632000
139 293 1775598443.651000
133 290 1775598443.666000
127 286 1775598443.683000
125 281 1775598443.699000
123 277 1775598443.716000
123 275 1775598443.732000
125 272 1775598443.749000
130 269 1775598443.766000
137 267 1775598443.783000
146 267 1775598443.799000
153 269 1775598443.815000
158 272 1775598443.832000
161 275 1775598443.849000

STROKE 2
139 295 1775598444.100000
140 295 1775598444.215000
144 296 1775598444.231000
151 301 1775598444.247000
159 309 1775598444.264000
165 317 1775598444.281000
167 325 1775598444.297000
168 333 1775598444.314000
165 341 1775598444.331000
160 349 1775598444.348000
152 355 1775598444.365000
146 356 1775598444.381000
137 354 1775598444.397000
126 348 1775598444.414000
118 342 1775598444.431000
113 333 1775598444.447000
113 327 1775598444.464000
116 320 1775598444.480000
121 312 1775598444.497000
132 306 1775598444.514000
139 303 1775598444.531000
144 303 1775598444.547000
145 303 1775598444.555000

STROKE 3
238 278 1775598445.078000
238 278 1775598445.196000
236 280 1775598445.212000
231 283 1775598445.230000
219 289 1775598445.245000
209 290 1775598445.262000
199 288 1775598445.279000
190 282 1775598445.295000
184 274 1775598445.313000
184 271 1775598445.328000
188 265 1775598445.345000
196 257 1775598445.363000
210 249 1775598445.379000
218 246 1775598445.396000
223 244 1775598445.412000
227 244 1775598445.428000
231 244 1775598445.446000
232 245 1775598445.462000

STROKE 4
230 248 1775598447.059000
230 248 1775598447.157000
228 248 1775598447.174000
220 246 1775598447.191000
201 239 1775598447.208000
190 230 1775598447.224000
184 223 1775598447.240000
184 216 1775598447.257000
196 197 1775598447.274000
212 187 1775598447.290000
224 182 1775598447.308000
232 180 1775598447.323000
239 180 1775598447.341000
247 184 1775598447.357000

STROKE 5
219 312 1775598447.967000
219 312 1775598448.171000
218 313 1775598448.188000
218 313 1775598448.205000
217 314 1775598448.221000
217 314 1775598448.238000
216 314 1775598448.255000
216 314 1775598448.272000
216 314 1775598448.321000
216 315 1775598448.338000
215 315 1775598448.354000
214 316 1775598448.371000
212 316 1775598448.388000
212 316 1775598448.404000
211 316 1775598448.421000
211 316 1775598448.438000
211 315 1775598448.454000
211 315 1775598448.471000
212 314 1775598448.487000
212 314 1775598448.505000
213 313 1775598448.520000
213 312 1775598448.537000
213 311 1775598448.554000
213 310 1775598448.563000

