STROKE 1
96 244 1775316496.063000
95 243 1775316496.131000
92 238 1775316496.147000
87 230 1775316496.163000
82 220 1775316496.180000
78 211 1775316496.197000
77 199 1775316496.214000
79 191 1775316496.230000
82 185 1775316496.247000
87 181 1775316496.264000
93 180 1775316496.280000
101 180 1775316496.297000
108 184 1775316496.313000
115 189 1775316496.330000
120 196 1775316496.347000
123 203 1775316496.363000
124 208 1775316496.380000
125 211 1775316496.396000
125 214 1775316496.413000
125 215 1775316496.430000
125 216 1775316496.446000
124 216 1775316496.463000
124 217 1775316496.480000
124 217 1775316496.496000
123 216 1775316496.513000
124 214 1775316496.529000
127 207 1775316496.546000
135 197 1775316496.563000
146 190 1775316496.579000
152 189 1775316496.596000
159 190 1775316496.613000
165 195 1775316496.629000
170 201 1775316496.646000
173 210 1775316496.662000
173 218 1775316496.679000
172 227 1775316496.696000
169 235 1775316496.712000
167 241 1775316496.729000
166 243 1775316496.746000

STROKE 2
148 189 1775316496.943000
148 189 1775316496.995000
145 185 1775316497.011000
140 178 1775316497.028000
135 166 1775316497.045000
133 154 1775316497.061000
135 142 1775316497.078000
142 130 1775316497.094000
147 126 1775316497.111000
153 124 1775316497.128000
159 125 1775316497.145000
167 129 1775316497.161000
177 138 1775316497.178000
182 146 1775316497.194000
182 153 1775316497.211000
179 165 1775316497.228000
173 173 1775316497.245000
166 178 1775316497.261000
159 182 1775316497.278000
154 184 1775316497.294000

STROKE 3
200 217 1775316497.746000
201 214 1775316497.843000
204 208 1775316497.860000
209 200 1775316497.877000
214 194 1775316497.893000
221 191 1775316497.910000
226 191 1775316497.926000
232 193 1775316497.943000
237 196 1775316497.959000
241 199 1775316497.976000
244 204 1775316497.992000
244 208 1775316498.009000
244 214 1775316498.026000
243 221 1775316498.042000
239 231 1775316498.059000
236 237 1775316498.076000
232 242 1775316498.092000
226 246 1775316498.109000
217 248 1775316498.126000
211 248 1775316498.142000
204 247 1775316498.159000
198 243 1775316498.176000
193 236 1775316498.192000
191 227 1775316498.209000
192 220 1775316498.226000
194 214 1775316498.242000
196 210 1775316498.259000
197 210 1775316498.269000

STROKE 4
205 207 1775316498.566000
206 208 1775316498.741000
207 213 1775316498.758000
209 223 1775316498.774000
209 236 1775316498.791000
209 244 1775316498.807000
208 246 1775316498.818000

STROKE 5
202 260 1775316499.175000
204 260 1775316499.306000
209 259 1775316499.322000
217 258 1775316499.339000
226 258 1775316499.356000
238 260 1775316499.372000
244 263 1775316499.389000
248 267 1775316499.406000
250 270 1775316499.422000
251 275 1775316499.439000
250 281 1775316499.456000
247 288 1775316499.472000
243 292 1775316499.489000
238 296 1775316499.506000
231 299 1775316499.522000
225 299 1775316499.539000
217 298 1775316499.555000
209 296 1775316499.572000
204 292 1775316499.589000
199 286 1775316499.605000
199 280 1775316499.622000
201 273 1775316499.639000
207 266 1775316499.655000
214 261 1775316499.672000
217 260 1775316499.688000
218 259 1775316499.699000

STROKE 6
214 260 1775316499.989000
215 260 1775316500.104000
217 264 1775316500.121000
221 270 1775316500.137000
223 277 1775316500.154000
224 283 1775316500.170000
224 290 1775316500.187000
223 294 1775316500.204000
223 296 1775316500.221000

