STROKE 1
55 224 1776437199.988000
55 224 1776437200.054000
54 226 1776437200.070000
51 232 1776437200.087000
49 239 1776437200.104000
48 249 1776437200.121000
53 265 1776437200.137000
60 277 1776437200.154000
69 284 1776437200.170000
77 287 1776437200.187000
85 288 1776437200.204000
98 286 1776437200.220000
110 281 1776437200.237000
119 275 1776437200.253000
126 270 1776437200.270000
132 262 1776437200.287000
135 254 1776437200.303000
134 244 1776437200.320000
129 233 1776437200.337000
119 223 1776437200.353000
103 217 1776437200.370000
90 215 1776437200.386000
77 215 1776437200.403000
61 218 1776437200.421000
52 225 1776437200.436000
49 234 1776437200.453000
49 237 1776437200.463000

STROKE 2
130 255 1776437200.858000
131 249 1776437200.935000
136 239 1776437200.952000
147 226 1776437200.968000
156 220 1776437200.985000
165 217 1776437201.002000
172 216 1776437201.018000
185 218 1776437201.035000
195 225 1776437201.051000
203 234 1776437201.068000
207 244 1776437201.085000
209 252 1776437201.101000
209 260 1776437201.118000
208 270 1776437201.135000
206 278 1776437201.151000
203 285 1776437201.168000
198 290 1776437201.185000
192 294 1776437201.201000
186 296 1776437201.218000
178 296 1776437201.234000
166 292 1776437201.251000
147 281 1776437201.268000
137 273 1776437201.284000
132 266 1776437201.301000
129 260 1776437201.318000

STROKE 3
206 261 1776437201.731000
206 260 1776437201.800000
208 255 1776437201.816000
214 245 1776437201.833000
223 233 1776437201.849000
236 224 1776437201.866000
250 219 1776437201.883000
258 220 1776437201.899000
267 224 1776437201.916000
274 233 1776437201.933000
280 247 1776437201.950000
282 256 1776437201.966000
283 264 1776437201.983000
284 271 1776437202.000000
283 278 1776437202.016000
280 286 1776437202.033000
272 294 1776437202.049000
263 299 1776437202.066000
257 302 1776437202.080000

