STROKE 1
90 299 1776435606.506000
90 299 1776435606.592000
88 298 1776435606.609000
84 295 1776435606.626000
75 286 1776435606.642000
71 278 1776435606.659000
70 273 1776435606.675000
74 263 1776435606.693000
85 249 1776435606.709000
93 244 1776435606.725000
99 242 1776435606.742000
106 243 1776435606.759000
116 249 1776435606.776000
122 254 1776435606.792000
125 259 1776435606.808000
127 265 1776435606.825000
129 271 1776435606.842000
128 280 1776435606.859000
126 287 1776435606.875000
123 294 1776435606.892000
120 298 1776435606.908000
117 302 1776435606.925000
113 304 1776435606.941000
109 305 1776435606.958000
105 306 1776435606.975000
100 305 1776435606.991000
93 303 1776435607.009000
91 302 1776435607.025000

STROKE 2
84 294 1776435607.434000
84 293 1776435607.540000
86 291 1776435607.557000
90 287 1776435607.573000
97 282 1776435607.590000
104 279 1776435607.607000
111 279 1776435607.623000
116 280 1776435607.640000
119 281 1776435607.656000
121 283 1776435607.673000
122 286 1776435607.690000
124 288 1776435607.706000

STROKE 3
128 268 1776435608.021000
130 266 1776435608.139000
142 255 1776435608.155000
154 248 1776435608.172000
164 245 1776435608.188000
170 246 1776435608.205000
180 250 1776435608.222000
185 255 1776435608.238000
188 260 1776435608.255000
189 267 1776435608.272000
188 275 1776435608.288000
184 286 1776435608.305000
181 292 1776435608.321000
178 296 1776435608.338000
176 299 1776435608.355000
175 299 1776435608.363000

STROKE 4
219 253 1776435608.800000
219 252 1776435608.903000
220 252 1776435608.920000
220 252 1776435608.937000
219 252 1776435608.987000
219 253 1776435609.003000
218 254 1776435609.020000
217 254 1776435609.036000
217 254 1776435609.053000
217 254 1776435609.070000
217 253 1776435609.086000
218 252 1776435609.103000
220 252 1776435609.120000
222 253 1776435609.137000
223 254 1776435609.153000
223 255 1776435609.169000
223 255 1776435609.186000
223 255 1776435609.202000
222 255 1776435609.220000
220 255 1776435609.236000
220 255 1776435609.253000
219 255 1776435609.269000
219 254 1776435609.292000
219 254 1776435609.303000
220 254 1776435609.319000
221 254 1776435609.336000
222 254 1776435609.352000
222 255 1776435609.369000
223 255 1776435609.385000

STROKE 5
219 303 1776435609.680000
219 303 1776435609.934000
218 303 1776435609.951000
218 302 1776435609.967000
217 300 1776435609.985000
217 300 1776435610.001000
217 299 1776435610.017000
217 299 1776435610.034000
218 298 1776435610.051000
219 298 1776435610.067000
219 298 1776435610.084000
219 298 1776435610.134000
217 298 1776435610.150000
215 298 1776435610.167000
214 298 1776435610.184000
213 298 1776435610.200000
213 298 1776435610.232000
214 298 1776435610.250000
214 298 1776435610.267000
215 298 1776435610.284000
215 298 1776435610.300000
215 298 1776435610.350000
214 298 1776435610.367000
214 298 1776435610.383000
214 298 1776435610.413000
214 298 1776435610.419000
214 298 1776435610.433000
216 298 1776435610.450000
217 298 1776435610.466000
217 298 1776435610.483000
217 298 1776435610.550000
217 297 1776435610.566000
217 297 1776435610.583000

