STROKE 1
48 296 1776485158.802000
47 296 1776485158.925000
44 292 1776485158.942000
40 286 1776485158.959000
36 279 1776485158.975000
34 273 1776485158.992000
35 267 1776485159.009000
38 261 1776485159.025000
42 255 1776485159.042000
47 251 1776485159.058000
52 249 1776485159.075000
57 249 1776485159.092000
62 250 1776485159.108000
67 252 1776485159.125000
71 255 1776485159.141000
74 257 1776485159.158000
76 262 1776485159.175000
78 266 1776485159.191000
79 272 1776485159.208000
80 278 1776485159.225000
82 286 1776485159.241000
85 290 1776485159.258000
88 293 1776485159.274000
92 296 1776485159.291000
95 297 1776485159.308000
98 298 1776485159.324000
102 298 1776485159.341000
106 297 1776485159.358000
114 292 1776485159.374000
120 282 1776485159.391000
122 277 1776485159.407000
121 273 1776485159.424000
119 268 1776485159.441000
115 264 1776485159.457000
111 261 1776485159.474000
109 260 1776485159.490000
107 259 1776485159.507000
107 259 1776485159.516000

STROKE 2
99 296 1776485159.902000
99 296 1776485160.023000
99 300 1776485160.039000
99 310 1776485160.056000
99 324 1776485160.073000
100 342 1776485160.089000
100 351 1776485160.106000
100 357 1776485160.122000
101 361 1776485160.139000
102 364 1776485160.155000
103 365 1776485160.172000
105 366 1776485160.189000
109 368 1776485160.206000
115 369 1776485160.222000
121 369 1776485160.239000
124 369 1776485160.255000
126 369 1776485160.272000
128 368 1776485160.289000
130 366 1776485160.306000
132 363 1776485160.322000
134 357 1776485160.338000
135 349 1776485160.355000
135 339 1776485160.372000
135 323 1776485160.388000
135 311 1776485160.405000
135 297 1776485160.422000
135 284 1776485160.438000
135 272 1776485160.455000
135 266 1776485160.472000
135 264 1776485160.488000
135 262 1776485160.505000

STROKE 3
191 306 1776485161.105000
190 306 1776485161.253000
187 306 1776485161.270000
181 305 1776485161.286000
167 301 1776485161.303000
157 295 1776485161.320000
152 288 1776485161.336000
149 281 1776485161.353000
150 274 1776485161.370000
153 268 1776485161.386000
158 263 1776485161.403000
164 259 1776485161.419000
169 257 1776485161.436000
174 255 1776485161.453000
177 255 1776485161.469000
178 255 1776485161.486000
180 255 1776485161.502000
182 256 1776485161.519000
183 256 1776485161.536000
184 257 1776485161.552000
185 257 1776485161.569000
186 258 1776485161.586000
187 258 1776485161.602000
187 258 1776485161.619000
187 258 1776485161.643000
186 258 1776485161.652000
179 255 1776485161.669000
169 249 1776485161.685000
160 240 1776485161.702000
155 233 1776485161.719000
153 227 1776485161.736000
155 219 1776485161.752000
161 212 1776485161.769000
170 206 1776485161.785000
178 203 1776485161.802000
190 203 1776485161.818000
201 205 1776485161.835000
209 209 1776485161.850000

