STROKE 1
100 370 1776269527.370000
101 369 1776269527.493000
105 368 1776269527.509000
112 367 1776269527.526000
119 366 1776269527.542000
127 366 1776269527.560000
132 366 1776269527.576000
135 367 1776269527.592000
136 368 1776269527.609000
138 370 1776269527.626000
138 371 1776269527.642000
139 372 1776269527.659000
138 374 1776269527.675000
136 377 1776269527.692000
130 380 1776269527.709000
127 382 1776269527.725000
123 382 1776269527.742000
119 382 1776269527.759000
110 380 1776269527.776000
103 377 1776269527.792000
98 373 1776269527.809000
94 367 1776269527.825000
91 361 1776269527.842000
90 357 1776269527.858000
94 348 1776269527.875000
102 342 1776269527.891000
113 337 1776269527.908000
125 336 1776269527.925000
138 336 1776269527.942000
142 337 1776269527.957000

STROKE 2
162 338 1776269528.430000
162 338 1776269528.540000
163 337 1776269528.557000
166 336 1776269528.573000
170 335 1776269528.590000
173 335 1776269528.607000
177 336 1776269528.623000
180 337 1776269528.640000
182 339 1776269528.657000
184 341 1776269528.673000
185 342 1776269528.690000
186 344 1776269528.706000
186 345 1776269528.723000
185 346 1776269528.740000
183 348 1776269528.756000
179 350 1776269528.773000
174 352 1776269528.789000
171 353 1776269528.807000
169 353 1776269528.823000
168 353 1776269528.839000
168 353 1776269528.856000
167 353 1776269528.872000
167 353 1776269528.889000
167 353 1776269528.906000
167 354 1776269528.956000
170 355 1776269528.972000
174 356 1776269528.989000
180 358 1776269529.006000
185 360 1776269529.023000
189 363 1776269529.039000
192 365 1776269529.055000
193 366 1776269529.072000
194 368 1776269529.089000
195 369 1776269529.106000
195 369 1776269529.122000
194 371 1776269529.139000
193 372 1776269529.155000
190 374 1776269529.172000
183 377 1776269529.188000
178 378 1776269529.205000
174 379 1776269529.222000
172 379 1776269529.239000
170 379 1776269529.256000
169 379 1776269529.272000
168 379 1776269529.287000

STROKE 3
189 311 1776269529.640000
188 310 1776269529.721000
186 306 1776269529.737000
182 299 1776269529.754000
177 289 1776269529.771000
176 283 1776269529.787000
175 278 1776269529.804000
176 275 1776269529.820000
178 270 1776269529.837000
181 268 1776269529.853000
186 267 1776269529.870000
190 267 1776269529.887000
194 268 1776269529.904000
201 270 1776269529.920000
206 274 1776269529.937000
210 281 1776269529.953000
214 288 1776269529.970000
218 299 1776269529.987000
220 307 1776269530.003000
221 317 1776269530.020000
222 328 1776269530.037000
223 342 1776269530.054000
223 353 1776269530.069000
223 363 1776269530.086000
223 373 1776269530.103000
223 380 1776269530.120000
223 383 1776269530.127000

