STROKE 1
99 189 1775217763.602000
98 189 1775217763.709000
98 190 1775217763.726000
96 197 1775217763.743000
95 205 1775217763.759000
98 217 1775217763.775000
103 227 1775217763.792000
111 232 1775217763.809000
122 232 1775217763.825000
135 227 1775217763.842000
146 219 1775217763.859000
151 212 1775217763.876000
153 202 1775217763.892000
152 194 1775217763.908000
149 187 1775217763.925000
145 181 1775217763.942000
142 178 1775217763.958000
141 177 1775217763.975000
140 177 1775217763.986000

STROKE 2
142 180 1775217767.029000
142 180 1775217767.134000
135 175 1775217767.151000
124 164 1775217767.167000
115 153 1775217767.184000
112 141 1775217767.201000
114 133 1775217767.217000
123 124 1775217767.234000
133 119 1775217767.251000
142 116 1775217767.268000
152 116 1775217767.284000
159 118 1775217767.300000
167 123 1775217767.317000
174 131 1775217767.333000
179 144 1775217767.350000
180 152 1775217767.367000
177 161 1775217767.383000
170 171 1775217767.400000
161 178 1775217767.417000
148 183 1775217767.433000
141 184 1775217767.450000
139 184 1775217767.460000

STROKE 3
135 227 1775217768.103000
135 229 1775217768.198000
134 234 1775217768.215000
133 246 1775217768.232000
133 269 1775217768.248000
134 286 1775217768.265000
135 297 1775217768.281000
137 304 1775217768.298000
140 308 1775217768.315000
144 308 1775217768.331000
150 308 1775217768.348000
157 306 1775217768.364000
163 304 1775217768.382000
164 304 1775217768.393000

STROKE 4
196 227 1775217769.038000
196 227 1775217769.113000
198 224 1775217769.129000
202 220 1775217769.146000
209 215 1775217769.162000
216 213 1775217769.179000
223 212 1775217769.196000
227 213 1775217769.212000
231 215 1775217769.229000
233 219 1775217769.245000
234 222 1775217769.263000
233 228 1775217769.279000
229 233 1775217769.296000
223 236 1775217769.312000
217 236 1775217769.329000
204 231 1775217769.346000
195 225 1775217769.362000
190 218 1775217769.379000
188 210 1775217769.395000
190 196 1775217769.413000
196 184 1775217769.428000
204 175 1775217769.445000
210 170 1775217769.462000
215 167 1775217769.479000
219 167 1775217769.495000
222 167 1775217769.512000

STROKE 5
225 168 1775217770.043000
223 167 1775217770.161000
219 165 1775217770.177000
210 159 1775217770.193000
202 150 1775217770.210000
199 140 1775217770.227000
199 129 1775217770.243000
205 119 1775217770.260000
213 113 1775217770.276000
221 110 1775217770.293000
238 111 1775217770.310000
250 113 1775217770.326000

