STROKE 1
129 256 1776573459.901000
129 256 1776573459.994000
129 254 1776573460.010000
131 251 1776573460.026000
134 249 1776573460.043000
136 248 1776573460.061000
140 248 1776573460.076000
144 249 1776573460.093000
147 251 1776573460.109000
149 253 1776573460.126000
151 255 1776573460.143000
151 256 1776573460.159000
152 257 1776573460.176000
152 258 1776573460.193000
152 259 1776573460.209000
152 260 1776573460.226000
150 262 1776573460.242000
147 264 1776573460.259000
144 266 1776573460.276000
142 267 1776573460.293000
139 267 1776573460.309000
138 268 1776573460.325000
137 268 1776573460.342000
137 268 1776573460.359000
136 268 1776573460.376000
137 268 1776573460.425000
140 269 1776573460.442000
144 272 1776573460.458000
148 276 1776573460.475000
151 281 1776573460.492000
153 284 1776573460.508000
153 287 1776573460.525000
153 289 1776573460.542000
152 292 1776573460.558000
150 294 1776573460.575000
145 297 1776573460.592000
142 298 1776573460.608000
139 299 1776573460.625000
137 299 1776573460.641000
136 299 1776573460.658000
135 299 1776573460.675000
134 299 1776573460.686000

STROKE 2
212 294 1776573461.083000
211 294 1776573461.207000
209 294 1776573461.223000
204 294 1776573461.240000
196 294 1776573461.257000
186 291 1776573461.273000
175 285 1776573461.290000
171 280 1776573461.306000
169 276 1776573461.323000
168 273 1776573461.340000
169 270 1776573461.356000
173 267 1776573461.373000
179 265 1776573461.389000
187 263 1776573461.406000
195 262 1776573461.423000
199 261 1776573461.440000
201 261 1776573461.456000
203 261 1776573461.473000
204 261 1776573461.485000

STROKE 3
209 264 1776573461.909000
209 264 1776573462.005000
206 262 1776573462.022000
198 260 1776573462.038000
188 253 1776573462.055000
180 245 1776573462.072000
176 238 1776573462.088000
176 230 1776573462.105000
181 222 1776573462.121000
190 216 1776573462.139000
200 213 1776573462.154000
212 212 1776573462.172000
220 212 1776573462.188000
227 213 1776573462.204000
234 215 1776573462.221000

