STROKE 1
42 226 1776483465.560000
42 225 1776483465.651000
44 225 1776483465.668000
49 223 1776483465.684000
56 222 1776483465.701000
62 222 1776483465.717000
70 225 1776483465.734000
76 231 1776483465.751000
82 243 1776483465.767000
83 250 1776483465.784000
83 255 1776483465.801000
83 260 1776483465.817000
82 268 1776483465.834000
80 274 1776483465.850000
77 278 1776483465.867000
73 282 1776483465.884000
69 285 1776483465.901000
63 288 1776483465.917000
59 288 1776483465.934000
54 286 1776483465.950000
47 282 1776483465.967000
41 276 1776483465.984000
36 270 1776483466.000000
35 265 1776483466.017000
34 259 1776483466.033000
33 248 1776483466.050000
36 239 1776483466.066000
39 230 1776483466.083000
44 225 1776483466.100000
47 222 1776483466.116000
49 220 1776483466.129000

STROKE 2
86 260 1776483466.635000
86 259 1776483466.715000
87 255 1776483466.732000
91 243 1776483466.748000
96 234 1776483466.765000
102 228 1776483466.781000
109 224 1776483466.798000
116 223 1776483466.815000
127 227 1776483466.831000
135 234 1776483466.848000
140 243 1776483466.865000
143 250 1776483466.881000
143 257 1776483466.898000
143 262 1776483466.914000
141 268 1776483466.931000
137 275 1776483466.948000
131 282 1776483466.965000
128 284 1776483466.981000
126 286 1776483466.998000

STROKE 3
123 288 1776483467.434000
123 288 1776483467.546000
125 289 1776483467.563000
133 294 1776483467.580000
142 302 1776483467.596000
149 310 1776483467.613000
153 319 1776483467.630000
155 329 1776483467.647000
155 335 1776483467.663000
154 342 1776483467.680000
151 349 1776483467.696000
147 355 1776483467.714000
139 360 1776483467.730000
134 361 1776483467.746000
127 361 1776483467.763000
119 358 1776483467.779000
109 351 1776483467.796000
102 343 1776483467.812000
98 335 1776483467.829000
96 326 1776483467.846000
97 319 1776483467.862000
100 307 1776483467.879000
105 299 1776483467.896000
111 292 1776483467.912000
116 288 1776483467.929000
121 287 1776483467.946000
123 286 1776483467.962000
123 287 1776483467.973000

STROKE 4
198 222 1776483468.731000
197 222 1776483468.877000
195 222 1776483468.893000
192 222 1776483468.910000
188 222 1776483468.927000
186 223 1776483468.943000
185 223 1776483468.960000
184 224 1776483468.976000
184 225 1776483468.993000
187 230 1776483469.010000
192 238 1776483469.026000
198 245 1776483469.043000
201 250 1776483469.059000
203 253 1776483469.076000
204 256 1776483469.093000
204 257 1776483469.109000
203 259 1776483469.126000
201 263 1776483469.143000
195 268 1776483469.160000
189 273 1776483469.176000
183 276 1776483469.192000
178 277 1776483469.209000
174 278 1776483469.226000
168 278 1776483469.243000
164 278 1776483469.259000
161 277 1776483469.276000
159 276 1776483469.292000
157 274 1776483469.309000
158 273 1776483469.325000
159 271 1776483469.342000
162 268 1776483469.359000
165 266 1776483469.375000
168 265 1776483469.392000
171 265 1776483469.408000
174 265 1776483469.425000
178 267 1776483469.442000
184 276 1776483469.459000
186 286 1776483469.475000
187 299 1776483469.492000
187 315 1776483469.508000
187 329 1776483469.525000
186 342 1776483469.542000
186 354 1776483469.558000
186 360 1776483469.575000
186 364 1776483469.591000
186 367 1776483469.609000
186 368 1776483469.625000

STROKE 5
194 217 1776483470.110000
193 217 1776483470.174000
190 216 1776483470.190000
182 212 1776483470.207000
166 201 1776483470.223000
157 192 1776483470.240000
153 184 1776483470.257000
154 176 1776483470.273000
163 166 1776483470.290000
183 158 1776483470.307000
196 157 1776483470.323000
209 159 1776483470.340000
220 164 1776483470.356000
227 173 1776483470.373000
230 179 1776483470.385000

STROKE 6
235 233 1776483471.066000
235 233 1776483471.337000
235 234 1776483471.354000
235 235 1776483471.370000
235 235 1776483471.387000
235 236 1776483471.404000
234 236 1776483471.420000
234 236 1776483471.437000
233 236 1776483471.454000
233 235 1776483471.470000
232 235 1776483471.487000
231 234 1776483471.504000
231 234 1776483471.520000
231 233 1776483471.537000
231 233 1776483471.553000
231 232 1776483471.570000
232 231 1776483471.587000
232 231 1776483471.603000
232 231 1776483471.620000
232 231 1776483471.637000
233 231 1776483471.653000
234 232 1776483471.670000
234 232 1776483471.687000
235 233 1776483471.703000
235 233 1776483471.712000

STROKE 7
231 271 1776483472.378000
232 271 1776483472.668000
232 272 1776483472.684000
233 272 1776483472.701000
233 273 1776483472.718000
233 273 1776483472.734000
233 274 1776483472.751000
233 274 1776483472.767000
233 275 1776483472.795000
233 275 1776483472.834000
233 275 1776483472.850000
233 275 1776483472.867000
232 275 1776483472.884000
231 274 1776483472.900000
231 274 1776483472.917000
231 273 1776483472.933000
231 273 1776483472.951000
231 273 1776483473.000000
231 272 1776483473.016000
231 272 1776483473.106000

