STROKE 1
179 242 1777379589.913000
179 241 1777379590.018000
180 239 1777379590.035000
183 234 1777379590.062000
185 232 1777379590.079000
187 230 1777379590.095000
189 229 1777379590.112000
191 228 1777379590.129000
193 227 1777379590.145000
194 227 1777379590.162000
197 228 1777379590.178000
204 230 1777379590.195000
209 234 1777379590.211000
213 238 1777379590.228000
216 242 1777379590.245000
218 247 1777379590.261000
219 251 1777379590.278000
220 253 1777379590.294000
220 255 1777379590.311000
220 256 1777379590.328000
220 258 1777379590.344000
220 260 1777379590.361000
219 265 1777379590.378000
217 272 1777379590.394000
214 280 1777379590.411000
210 283 1777379590.428000
208 286 1777379590.444000
206 288 1777379590.461000
203 289 1777379590.477000
200 290 1777379590.494000
197 290 1777379590.511000
194 290 1777379590.527000
190 289 1777379590.545000
187 288 1777379590.561000
185 286 1777379590.577000
183 284 1777379590.594000
182 282 1777379590.610000
181 280 1777379590.627000
181 278 1777379590.644000
182 276 1777379590.660000
183 273 1777379590.677000
184 271 1777379590.694000
186 269 1777379590.710000
188 268 1777379590.727000
190 267 1777379590.743000
191 267 1777379590.761000
192 266 1777379590.777000
193 266 1777379590.793000
195 267 1777379590.810000
196 267 1777379590.827000
198 268 1777379590.843000
200 270 1777379590.860000
201 272 1777379590.876000
202 275 1777379590.893000
204 277 1777379590.910000
205 280 1777379590.926000
206 283 1777379590.943000
206 285 1777379590.959000
207 288 1777379590.976000
207 292 1777379590.993000
207 295 1777379591.009000
208 299 1777379591.026000
208 303 1777379591.043000
209 310 1777379591.060000
209 315 1777379591.076000
210 318 1777379591.093000
210 322 1777379591.109000
211 325 1777379591.126000
211 328 1777379591.142000
212 330 1777379591.159000
212 332 1777379591.176000
213 334 1777379591.193000
215 336 1777379591.209000
217 338 1777379591.226000
219 340 1777379591.242000
222 342 1777379591.259000
226 344 1777379591.276000
228 344 1777379591.292000
231 344 1777379591.309000
235 344 1777379591.325000
239 343 1777379591.342000
243 342 1777379591.359000
246 342 1777379591.375000
247 341 1777379591.392000
248 340 1777379591.409000
249 339 1777379591.425000
250 337 1777379591.442000
250 334 1777379591.458000
250 329 1777379591.475000
250 322 1777379591.492000
250 312 1777379591.508000
250 303 1777379591.525000
250 295 1777379591.541000
249 286 1777379591.558000
248 276 1777379591.575000
247 270 1777379591.591000
247 266 1777379591.608000
246 259 1777379591.625000
244 251 1777379591.642000
243 241 1777379591.658000
243 236 1777379591.674000
243 234 1777379591.691000
242 233 1777379591.708000
242 231 1777379591.724000
242 231 1777379591.741000

STROKE 2
201 182 1777379591.948000
202 182 1777379592.074000
213 185 1777379592.090000
228 190 1777379592.107000
242 195 1777379592.124000
251 199 1777379592.140000
256 201 1777379592.157000
259 203 1777379592.173000
260 204 1777379592.190000

STROKE 3
275 296 1777379594.037000
275 296 1777379594.701000
276 297 1777379594.717000
276 297 1777379594.734000
276 298 1777379594.750000
276 298 1777379594.767000
276 299 1777379594.784000

