STROKE 1
144 194 1775317161.109000
142 194 1775317161.235000
137 195 1775317161.251000
126 199 1775317161.267000
114 206 1775317161.284000
103 218 1775317161.301000
100 228 1775317161.317000
100 236 1775317161.334000
103 244 1775317161.350000
106 250 1775317161.367000
112 254 1775317161.384000
116 255 1775317161.400000
120 254 1775317161.423000
127 251 1775317161.433000
134 244 1775317161.451000
137 240 1775317161.467000
137 238 1775317161.483000
136 235 1775317161.500000
132 232 1775317161.516000
123 228 1775317161.533000
116 227 1775317161.550000
111 228 1775317161.566000
106 232 1775317161.583000
103 238 1775317161.600000
104 244 1775317161.616000

STROKE 2
180 204 1775317162.064000
180 204 1775317162.182000
180 202 1775317162.198000
181 200 1775317162.215000
183 199 1775317162.231000
185 197 1775317162.248000
188 198 1775317162.265000
195 200 1775317162.281000
199 203 1775317162.298000
202 206 1775317162.314000
203 209 1775317162.332000
203 210 1775317162.348000
202 212 1775317162.364000
199 215 1775317162.381000
194 217 1775317162.398000
186 220 1775317162.414000
183 221 1775317162.431000
181 221 1775317162.448000
180 221 1775317162.464000
179 221 1775317162.481000
180 221 1775317162.508000
180 221 1775317162.515000
182 221 1775317162.531000
188 223 1775317162.548000
196 228 1775317162.564000
201 233 1775317162.580000
203 238 1775317162.597000
204 241 1775317162.614000
204 244 1775317162.631000
204 247 1775317162.647000
203 248 1775317162.664000
201 251 1775317162.680000
197 253 1775317162.698000
189 256 1775317162.714000
184 256 1775317162.730000
180 257 1775317162.747000
177 257 1775317162.763000
176 257 1775317162.780000
175 257 1775317162.797000
175 257 1775317162.807000

STROKE 3
202 177 1775317163.214000
201 176 1775317163.279000
199 169 1775317163.296000
197 158 1775317163.312000
196 148 1775317163.329000
197 139 1775317163.345000
199 130 1775317163.363000
201 127 1775317163.379000
203 126 1775317163.395000
207 125 1775317163.412000
212 125 1775317163.428000
223 129 1775317163.445000
230 134 1775317163.462000
235 141 1775317163.478000
237 148 1775317163.495000
238 160 1775317163.512000
236 171 1775317163.528000
234 183 1775317163.545000
232 193 1775317163.562000
230 203 1775317163.578000
228 216 1775317163.595000
227 228 1775317163.611000
226 238 1775317163.628000
226 247 1775317163.645000
225 253 1775317163.662000
225 256 1775317163.678000
225 258 1775317163.695000

STROKE 4
238 160 1775317164.186000
238 158 1775317164.310000
246 148 1775317164.326000
257 137 1775317164.343000
263 134 1775317164.360000
268 132 1775317164.376000
276 135 1775317164.394000
281 139 1775317164.410000
284 144 1775317164.426000
286 148 1775317164.443000
287 152 1775317164.459000

