STROKE 1
157 236 1777657025.526000
145 228 1777657025.625000
142 223 1777657025.641000
139 216 1777657025.658000
137 210 1777657025.674000
136 204 1777657025.691000
136 200 1777657025.708000
136 196 1777657025.725000
136 192 1777657025.741000
139 188 1777657025.758000
143 186 1777657025.774000
147 185 1777657025.791000
151 185 1777657025.808000
155 184 1777657025.824000
158 184 1777657025.841000
160 184 1777657025.858000
162 184 1777657025.875000
164 184 1777657025.891000
165 184 1777657025.908000
166 184 1777657025.941000
166 185 1777657026.080000
166 186 1777657026.159000
166 187 1777657026.176000
166 189 1777657026.210000
166 191 1777657026.226000
166 194 1777657026.243000
166 199 1777657026.260000
166 204 1777657026.277000
167 208 1777657026.293000
167 212 1777657026.310000
169 215 1777657026.327000
171 219 1777657026.344000
173 224 1777657026.360000
176 227 1777657026.377000
178 230 1777657026.393000
181 231 1777657026.410000
184 232 1777657026.427000
187 233 1777657026.444000
191 233 1777657026.460000
194 233 1777657026.477000
198 233 1777657026.494000
201 233 1777657026.510000
204 233 1777657026.527000
206 233 1777657026.544000
208 232 1777657026.561000
209 230 1777657026.577000
210 227 1777657026.594000
211 224 1777657026.611000
211 221 1777657026.627000
211 217 1777657026.644000
211 212 1777657026.661000
211 209 1777657026.678000
210 205 1777657026.694000
208 202 1777657026.711000
206 198 1777657026.728000
203 195 1777657026.745000
200 192 1777657026.761000
197 189 1777657026.778000
194 186 1777657026.795000
192 184 1777657026.812000
190 183 1777657026.829000
189 182 1777657026.845000
191 184 1777657026.913000

STROKE 2
232 180 1777657027.366000
231 179 1777657027.615000
231 181 1777657027.632000
231 184 1777657027.648000
231 187 1777657027.665000
231 191 1777657027.682000
231 196 1777657027.698000
231 200 1777657027.715000
231 204 1777657027.732000
231 208 1777657027.749000
231 211 1777657027.765000
232 216 1777657027.782000
232 220 1777657027.799000
233 225 1777657027.816000
234 229 1777657027.832000
235 233 1777657027.849000
236 238 1777657027.865000
237 243 1777657027.882000
238 249 1777657027.899000
239 255 1777657027.916000
241 260 1777657027.932000
242 265 1777657027.949000
243 270 1777657027.966000
243 274 1777657027.982000
244 276 1777657027.999000
244 278 1777657028.016000
244 279 1777657028.033000
244 280 1777657028.049000
244 281 1777657028.066000
244 282 1777657028.187000
243 282 1777657028.200000
242 282 1777657028.217000
241 283 1777657028.234000
240 283 1777657028.250000
239 283 1777657028.267000
238 283 1777657028.284000
237 283 1777657028.300000
235 283 1777657028.317000
234 283 1777657028.334000
233 283 1777657028.350000
232 283 1777657028.367000
231 283 1777657028.384000
229 283 1777657028.401000
228 283 1777657028.417000
227 282 1777657028.434000
226 281 1777657028.451000
224 279 1777657028.467000
223 278 1777657028.484000
222 276 1777657028.501000
221 274 1777657028.518000
220 271 1777657028.534000
219 269 1777657028.551000
218 266 1777657028.568000
217 264 1777657028.585000
217 262 1777657028.601000
216 259 1777657028.618000
216 256 1777657028.635000
215 254 1777657028.651000
214 251 1777657028.668000
213 247 1777657028.685000
213 244 1777657028.702000
212 241 1777657028.719000
211 238 1777657028.735000
210 235 1777657028.752000
210 232 1777657028.769000
209 231 1777657028.785000

STROKE 3
218 272 1777657029.271000
213 274 1777657029.555000
207 278 1777657029.572000
199 283 1777657029.589000
189 290 1777657029.605000
185 293 1777657029.622000

STROKE 4
233 133 1777657034.341000
226 136 1777657034.473000
224 136 1777657034.490000
223 136 1777657034.506000
222 136 1777657034.523000
221 136 1777657034.543000
221 135 1777657034.573000
221 132 1777657034.590000
221 130 1777657034.607000
222 128 1777657034.623000
222 127 1777657034.640000
223 127 1777657034.657000
224 126 1777657034.673000
225 126 1777657034.707000
226 126 1777657034.723000
227 126 1777657034.757000
227 127 1777657034.807000
227 129 1777657034.824000
227 130 1777657034.841000
227 131 1777657034.857000
227 132 1777657034.874000
226 133 1777657034.891000
225 133 1777657034.907000
224 133 1777657034.924000
224 131 1777657034.974000
224 128 1777657034.991000
224 126 1777657035.008000
224 124 1777657035.024000
225 123 1777657035.058000
226 123 1777657035.075000
227 123 1777657035.108000
227 124 1777657035.175000
227 125 1777657035.192000
227 126 1777657035.209000
227 128 1777657035.225000
227 129 1777657035.259000
227 130 1777657035.276000
226 130 1777657035.292000
225 130 1777657035.326000
224 130 1777657035.343000
224 129 1777657035.376000
224 128 1777657035.393000
224 127 1777657035.409000
224 126 1777657035.443000
224 125 1777657035.476000
225 125 1777657035.543000

