STROKE 1
76 192 1775318024.106000
78 189 1775318024.249000
80 188 1775318024.265000
83 187 1775318024.283000
86 186 1775318024.300000
89 187 1775318024.316000
91 188 1775318024.332000
92 189 1775318024.348000
93 192 1775318024.365000
93 195 1775318024.382000
91 198 1775318024.398000
88 201 1775318024.415000
84 204 1775318024.431000
80 206 1775318024.448000
78 207 1775318024.465000
75 208 1775318024.481000
74 208 1775318024.498000
73 208 1775318024.514000
73 208 1775318024.532000
73 208 1775318024.547000
73 208 1775318024.568000
74 208 1775318024.581000
77 208 1775318024.597000
85 209 1775318024.614000
89 211 1775318024.630000
92 213 1775318024.647000
93 214 1775318024.664000
94 215 1775318024.681000
93 217 1775318024.697000
92 219 1775318024.714000
88 222 1775318024.731000
82 225 1775318024.747000
75 226 1775318024.764000
72 226 1775318024.780000
69 226 1775318024.797000
67 226 1775318024.811000

STROKE 2
94 211 1775318025.073000
94 210 1775318025.179000
96 208 1775318025.196000
102 200 1775318025.213000
108 193 1775318025.229000
115 188 1775318025.246000
121 185 1775318025.263000
129 184 1775318025.279000
135 186 1775318025.296000
142 189 1775318025.312000
147 194 1775318025.329000
152 201 1775318025.346000
154 206 1775318025.362000
155 209 1775318025.379000
154 212 1775318025.396000
153 215 1775318025.413000
148 220 1775318025.429000
143 222 1775318025.445000
137 223 1775318025.462000
132 222 1775318025.479000
126 221 1775318025.495000
124 219 1775318025.512000
123 218 1775318025.528000
124 216 1775318025.545000
130 210 1775318025.562000
137 207 1775318025.579000
144 205 1775318025.595000
150 205 1775318025.612000
154 205 1775318025.629000
157 206 1775318025.643000

STROKE 3
187 187 1775318026.114000
187 188 1775318026.277000
184 192 1775318026.294000
182 202 1775318026.310000
182 208 1775318026.327000
185 215 1775318026.344000
191 219 1775318026.360000
200 222 1775318026.377000
208 222 1775318026.393000
216 220 1775318026.410000
223 217 1775318026.426000
229 213 1775318026.444000
230 210 1775318026.460000
231 206 1775318026.476000
230 201 1775318026.493000
226 195 1775318026.510000
222 190 1775318026.526000
219 188 1775318026.543000
216 187 1775318026.559000
215 187 1775318026.569000

STROKE 4
228 179 1775318026.899000
227 179 1775318027.008000
225 178 1775318027.025000
216 173 1775318027.042000
207 166 1775318027.058000
202 160 1775318027.075000
199 152 1775318027.091000
201 142 1775318027.108000
207 134 1775318027.125000
215 129 1775318027.141000
224 128 1775318027.158000
241 132 1775318027.176000
255 140 1775318027.192000

