STROKE 1
146 208 1777671209.247000
153 202 1777671209.352000
157 202 1777671209.369000
160 202 1777671209.385000
163 202 1777671209.402000
166 204 1777671209.419000
169 208 1777671209.436000
171 212 1777671209.452000
172 216 1777671209.469000
172 219 1777671209.486000
172 221 1777671209.503000
169 221 1777671209.519000
164 221 1777671209.536000
159 220 1777671209.552000
154 216 1777671209.570000
151 211 1777671209.586000
150 205 1777671209.603000
150 199 1777671209.619000
151 192 1777671209.637000
158 186 1777671209.653000
167 182 1777671209.670000
173 180 1777671209.686000
177 180 1777671209.704000
180 180 1777671209.720000
183 181 1777671209.737000
184 182 1777671209.754000
185 184 1777671209.771000
186 184 1777671209.787000
186 185 1777671209.804000
186 186 1777671209.925000
186 187 1777671209.955000
186 188 1777671209.971000
186 189 1777671209.988000
186 192 1777671210.005000
186 196 1777671210.021000
186 201 1777671210.038000
186 208 1777671210.055000
186 216 1777671210.072000
186 224 1777671210.088000
186 232 1777671210.105000
187 239 1777671210.122000
188 245 1777671210.139000
189 251 1777671210.155000
189 256 1777671210.172000
189 259 1777671210.189000
189 262 1777671210.206000
189 265 1777671210.222000
189 268 1777671210.239000
189 271 1777671210.256000
189 274 1777671210.273000
189 276 1777671210.289000
189 278 1777671210.306000
189 280 1777671210.323000
189 281 1777671210.340000
190 281 1777671210.457000
192 280 1777671210.473000
197 280 1777671210.490000

STROKE 2
237 181 1777671211.438000
229 175 1777671211.611000
226 175 1777671211.628000
224 176 1777671211.644000
221 179 1777671211.661000
220 181 1777671211.678000
220 182 1777671211.694000
220 184 1777671211.711000
220 185 1777671211.728000
220 186 1777671211.745000
223 187 1777671211.761000
227 188 1777671211.778000
231 188 1777671211.795000
234 189 1777671211.812000
236 190 1777671211.828000
238 190 1777671211.845000
240 191 1777671211.862000
241 192 1777671211.879000
242 193 1777671211.895000
243 194 1777671211.912000
243 196 1777671211.945000
243 199 1777671211.962000
243 202 1777671211.979000
243 205 1777671211.996000
243 208 1777671212.013000
243 210 1777671212.029000
242 211 1777671212.046000
240 213 1777671212.062000
237 216 1777671212.079000
233 217 1777671212.096000
229 218 1777671212.113000
224 219 1777671212.129000
219 219 1777671212.147000
216 215 1777671212.163000
213 211 1777671212.180000
212 207 1777671212.196000
212 205 1777671212.213000
212 204 1777671212.230000
213 203 1777671212.246000
217 203 1777671212.263000
222 203 1777671212.280000
226 203 1777671212.297000
228 203 1777671212.314000
230 203 1777671212.330000
231 203 1777671212.347000
231 204 1777671212.414000
232 204 1777671212.431000
232 205 1777671212.447000
232 208 1777671212.464000
233 212 1777671212.481000
234 219 1777671212.497000
234 228 1777671212.515000
235 237 1777671212.531000
235 246 1777671212.548000
235 254 1777671212.564000
235 261 1777671212.582000
236 267 1777671212.597000
236 271 1777671212.615000
236 274 1777671212.631000
236 275 1777671212.648000
236 276 1777671212.669000
236 275 1777671212.749000

STROKE 3
244 158 1777671213.734000
241 158 1777671213.836000
235 159 1777671213.852000
229 159 1777671213.869000
221 159 1777671213.886000
214 152 1777671213.902000
208 145 1777671213.919000
207 137 1777671213.936000
208 128 1777671213.953000
214 122 1777671213.970000
221 118 1777671213.986000
228 117 1777671214.003000
235 117 1777671214.020000
241 117 1777671214.036000
245 117 1777671214.054000
246 117 1777671214.070000
246 118 1777671214.086000
246 119 1777671214.120000

STROKE 4
274 179 1777671214.772000
272 173 1777671214.940000
274 173 1777671214.957000
275 173 1777671214.973000
275 175 1777671214.990000
275 177 1777671215.007000
275 178 1777671215.023000
275 179 1777671215.057000
274 179 1777671215.074000
272 179 1777671215.090000
272 177 1777671215.107000
272 176 1777671215.123000
272 175 1777671215.140000

STROKE 5
277 220 1777671219.573000
273 214 1777671219.758000
274 212 1777671219.775000
276 211 1777671219.791000
278 211 1777671219.808000
279 211 1777671219.824000
280 211 1777671219.841000
281 211 1777671219.858000
282 211 1777671219.875000
282 212 1777671219.891000
282 213 1777671219.908000
282 214 1777671219.925000
282 215 1777671219.942000
282 216 1777671219.958000
281 216 1777671219.976000
280 216 1777671219.992000
279 216 1777671220.009000
278 216 1777671220.025000
277 216 1777671220.042000
277 214 1777671220.076000
277 213 1777671220.114000

