STROKE 1
120 203 1775746431.634000
120 203 1775746431.757000
123 201 1775746431.773000
131 198 1775746431.790000
137 198 1775746431.806000
145 200 1775746431.823000
153 203 1775746431.840000
160 208 1775746431.856000
163 211 1775746431.873000
165 214 1775746431.889000
166 217 1775746431.906000
166 223 1775746431.923000
163 231 1775746431.939000
158 239 1775746431.956000
152 245 1775746431.973000
146 248 1775746431.989000
139 251 1775746432.006000
135 251 1775746432.022000
132 251 1775746432.039000
127 248 1775746432.056000
123 242 1775746432.073000
122 238 1775746432.089000
122 235 1775746432.106000
122 233 1775746432.122000
126 229 1775746432.140000
132 228 1775746432.156000
138 227 1775746432.172000
144 229 1775746432.189000
149 230 1775746432.205000
153 232 1775746432.222000
155 234 1775746432.239000

STROKE 2
186 196 1775746432.593000
186 197 1775746432.704000
186 201 1775746432.721000
186 220 1775746432.738000
186 240 1775746432.754000
187 259 1775746432.771000
189 273 1775746432.787000
190 283 1775746432.804000
191 291 1775746432.821000
192 294 1775746432.837000
192 296 1775746432.854000
192 297 1775746432.871000
192 298 1775746432.887000
192 299 1775746432.904000
191 299 1775746432.920000
190 300 1775746432.937000
184 302 1775746432.954000
174 303 1775746432.970000
163 304 1775746432.987000
155 305 1775746433.003000
150 305 1775746433.020000
147 305 1775746433.037000
145 305 1775746433.053000
144 305 1775746433.070000
143 304 1775746433.086000
142 302 1775746433.103000
140 292 1775746433.120000
139 282 1775746433.136000
138 273 1775746433.153000
138 266 1775746433.170000
138 261 1775746433.187000
138 260 1775746433.203000

STROKE 3
189 198 1775746433.620000
189 198 1775746433.697000
189 197 1775746433.703000
187 196 1775746433.718000
182 191 1775746433.735000
174 183 1775746433.752000
164 170 1775746433.769000
160 161 1775746433.785000
159 155 1775746433.802000
161 148 1775746433.818000
166 142 1775746433.835000
176 137 1775746433.851000
184 136 1775746433.868000
192 136 1775746433.885000
200 139 1775746433.901000
210 144 1775746433.918000
215 149 1775746433.934000
218 154 1775746433.951000
220 160 1775746433.968000
222 167 1775746433.985000
221 172 1775746434.001000
220 176 1775746434.018000
219 180 1775746434.034000
216 184 1775746434.051000
211 188 1775746434.068000
208 191 1775746434.084000
204 192 1775746434.101000
201 193 1775746434.117000
197 194 1775746434.134000
196 195 1775746434.151000
194 195 1775746434.167000
193 195 1775746434.184000

STROKE 4
179 179 1775746434.492000
180 179 1775746434.600000
182 177 1775746434.616000
188 174 1775746434.633000
195 173 1775746434.650000
204 173 1775746434.666000
209 174 1775746434.683000
212 175 1775746434.699000
213 175 1775746434.713000

