STROKE 1
141 263 1777376013.826000
140 263 1777376013.976000
137 265 1777376013.993000
130 271 1777376014.015000
126 277 1777376014.031000
123 282 1777376014.048000
121 288 1777376014.064000
121 292 1777376014.081000
121 295 1777376014.098000
122 300 1777376014.115000
125 306 1777376014.131000
128 310 1777376014.148000
134 316 1777376014.173000
144 320 1777376014.198000
151 321 1777376014.214000
158 323 1777376014.231000
164 323 1777376014.247000
170 323 1777376014.264000
181 322 1777376014.289000
191 319 1777376014.314000
196 317 1777376014.331000
200 314 1777376014.347000
202 312 1777376014.364000
205 309 1777376014.380000
209 303 1777376014.405000
210 298 1777376014.422000
211 294 1777376014.439000
210 287 1777376014.455000
206 276 1777376014.481000
203 272 1777376014.497000
201 269 1777376014.513000
199 267 1777376014.530000
198 266 1777376014.547000
196 265 1777376014.563000
195 265 1777376014.580000
193 264 1777376014.605000
193 264 1777376014.616000

STROKE 2
207 290 1777376015.094000
207 289 1777376015.220000
210 282 1777376015.245000
214 275 1777376015.262000
219 265 1777376015.278000
227 252 1777376015.295000
232 244 1777376015.312000
236 238 1777376015.328000
241 234 1777376015.344000
249 231 1777376015.370000
257 231 1777376015.395000
264 234 1777376015.411000
271 240 1777376015.429000
274 245 1777376015.444000
276 250 1777376015.461000
278 254 1777376015.486000
279 257 1777376015.511000
279 261 1777376015.528000
278 266 1777376015.544000
277 273 1777376015.561000
275 281 1777376015.577000
271 290 1777376015.602000
266 296 1777376015.628000
262 298 1777376015.645000
260 299 1777376015.661000
259 300 1777376015.677000
258 300 1777376015.694000
257 301 1777376015.713000

STROKE 3
194 210 1777376015.996000
195 210 1777376016.068000
199 210 1777376016.084000
219 210 1777376016.110000
242 210 1777376016.134000
251 210 1777376016.151000
257 210 1777376016.168000
261 210 1777376016.193000

