STROKE 1
58 263 1776200980.050000
58 262 1776200980.165000
58 262 1776200980.182000
61 261 1776200980.199000
67 259 1776200980.216000
73 259 1776200980.232000
78 259 1776200980.248000
83 260 1776200980.265000
87 261 1776200980.282000
89 262 1776200980.298000
89 262 1776200980.315000
90 263 1776200980.332000
89 264 1776200980.349000
86 266 1776200980.365000
80 267 1776200980.382000
73 267 1776200980.398000
66 266 1776200980.415000
58 264 1776200980.432000
55 259 1776200980.448000
53 250 1776200980.465000
53 240 1776200980.481000
57 230 1776200980.498000
63 221 1776200980.515000
67 218 1776200980.531000
72 218 1776200980.548000
79 218 1776200980.564000
82 219 1776200980.573000

STROKE 2
132 264 1776200980.893000
132 264 1776200980.980000
131 264 1776200980.997000
127 262 1776200981.019000
121 259 1776200981.030000
115 252 1776200981.049000
110 244 1776200981.063000
109 238 1776200981.080000
111 231 1776200981.097000
117 221 1776200981.113000
122 217 1776200981.130000
126 215 1776200981.146000
129 214 1776200981.163000
136 214 1776200981.180000
142 217 1776200981.196000
148 221 1776200981.213000
153 228 1776200981.229000
155 237 1776200981.246000
156 248 1776200981.263000
156 253 1776200981.280000
156 259 1776200981.296000
157 264 1776200981.313000
158 269 1776200981.329000
160 272 1776200981.346000
162 273 1776200981.362000
166 274 1776200981.379000
174 273 1776200981.396000
182 271 1776200981.412000
190 268 1776200981.429000
196 265 1776200981.446000
201 262 1776200981.463000
203 257 1776200981.479000
203 251 1776200981.496000
201 243 1776200981.512000
197 234 1776200981.529000
191 228 1776200981.546000
185 224 1776200981.562000
182 223 1776200981.579000
180 223 1776200981.595000

STROKE 3
202 255 1776200982.010000
202 254 1776200982.061000
202 252 1776200982.077000
202 246 1776200982.094000
202 236 1776200982.111000
206 227 1776200982.127000
214 218 1776200982.144000
220 216 1776200982.160000
226 215 1776200982.177000
233 217 1776200982.194000
239 221 1776200982.211000
246 231 1776200982.227000
249 239 1776200982.244000
250 245 1776200982.260000
250 250 1776200982.277000
250 254 1776200982.294000
249 256 1776200982.310000
247 259 1776200982.327000
246 259 1776200982.336000

STROKE 4
314 166 1776200986.955000
313 166 1776200987.082000
307 165 1776200987.099000
298 165 1776200987.115000
280 169 1776200987.133000
269 173 1776200987.148000
263 178 1776200987.165000
260 183 1776200987.182000
260 188 1776200987.198000
263 197 1776200987.216000
268 203 1776200987.232000
274 208 1776200987.248000
280 210 1776200987.265000
287 212 1776200987.282000
291 212 1776200987.298000
295 212 1776200987.315000
297 212 1776200987.332000
299 212 1776200987.348000
301 212 1776200987.365000
302 212 1776200987.381000
303 212 1776200987.398000
304 212 1776200987.415000
304 212 1776200987.432000
305 212 1776200987.448000
305 212 1776200987.465000
305 212 1776200987.494000
300 212 1776200987.515000
291 214 1776200987.531000
281 218 1776200987.548000
272 223 1776200987.564000
265 232 1776200987.582000
264 239 1776200987.598000
265 246 1776200987.614000
269 253 1776200987.631000
277 259 1776200987.648000
283 261 1776200987.664000
289 262 1776200987.682000
295 263 1776200987.697000
299 263 1776200987.714000
302 263 1776200987.731000
303 263 1776200987.742000

