STROKE 1
67 233 1776264846.782000
66 234 1776264846.871000
64 238 1776264846.888000
61 245 1776264846.904000
59 255 1776264846.921000
60 264 1776264846.937000
65 274 1776264846.954000
72 282 1776264846.971000
80 287 1776264846.987000
90 289 1776264847.004000
98 289 1776264847.020000
107 286 1776264847.037000
113 283 1776264847.054000
119 278 1776264847.071000
121 274 1776264847.087000
123 270 1776264847.104000
123 266 1776264847.120000
122 259 1776264847.137000
116 245 1776264847.153000
109 236 1776264847.170000
101 232 1776264847.187000
92 229 1776264847.203000
81 229 1776264847.220000
72 232 1776264847.237000
65 237 1776264847.253000
62 243 1776264847.270000

STROKE 2
124 262 1776264847.753000
124 261 1776264847.852000
126 256 1776264847.869000
131 246 1776264847.886000
137 239 1776264847.906000
150 231 1776264847.935000
157 231 1776264847.952000
170 234 1776264847.969000
178 240 1776264847.985000
184 246 1776264848.002000
187 251 1776264848.018000
188 258 1776264848.035000
188 265 1776264848.051000
187 272 1776264848.068000
185 280 1776264848.085000
182 286 1776264848.101000
176 291 1776264848.118000
169 294 1776264848.134000
161 296 1776264848.151000
150 295 1776264848.168000
133 289 1776264848.184000
123 283 1776264848.201000
116 277 1776264848.218000
114 273 1776264848.234000
114 270 1776264848.251000
114 270 1776264848.258000

STROKE 3
236 255 1776264848.839000
236 253 1776264848.932000
235 250 1776264848.949000
233 247 1776264848.966000
230 245 1776264848.982000
226 245 1776264848.999000
221 246 1776264849.016000
217 249 1776264849.032000
215 250 1776264849.049000
214 252 1776264849.066000
214 252 1776264849.082000
215 253 1776264849.099000
219 255 1776264849.115000
227 257 1776264849.133000
233 259 1776264849.149000
238 261 1776264849.165000
242 263 1776264849.182000
246 267 1776264849.199000
248 272 1776264849.216000
248 277 1776264849.232000
247 281 1776264849.249000
244 286 1776264849.265000
239 292 1776264849.283000
233 294 1776264849.298000
225 295 1776264849.315000
217 294 1776264849.332000
207 291 1776264849.348000
197 284 1776264849.365000
195 280 1776264849.381000
194 277 1776264849.398000
195 273 1776264849.415000
198 269 1776264849.432000
202 268 1776264849.448000
207 269 1776264849.465000
216 274 1776264849.481000
223 283 1776264849.498000
230 297 1776264849.515000
233 310 1776264849.531000
235 326 1776264849.548000
236 344 1776264849.564000
237 366 1776264849.581000
239 380 1776264849.598000
241 392 1776264849.614000
242 401 1776264849.631000
243 407 1776264849.648000
244 411 1776264849.664000

STROKE 4
231 239 1776264850.019000
228 238 1776264850.113000
221 233 1776264850.130000
211 224 1776264850.146000
204 212 1776264850.163000
208 192 1776264850.180000
223 175 1776264850.196000
242 167 1776264850.213000
259 166 1776264850.229000
277 170 1776264850.246000
291 180 1776264850.263000

