STROKE 1
136 157 1775153817.006000
136 157 1775153817.097000
133 158 1775153817.114000
128 162 1775153817.130000
121 168 1775153817.147000
114 175 1775153817.164000
110 183 1775153817.180000
108 192 1775153817.197000
109 198 1775153817.213000
111 204 1775153817.230000
116 210 1775153817.247000
124 214 1775153817.263000
131 216 1775153817.280000
138 216 1775153817.296000
145 216 1775153817.313000
153 215 1775153817.330000
161 211 1775153817.346000
166 208 1775153817.363000
170 204 1775153817.380000
173 199 1775153817.396000
174 193 1775153817.413000
174 190 1775153817.429000
173 187 1775153817.446000
170 183 1775153817.463000
165 179 1775153817.480000
156 174 1775153817.496000
149 171 1775153817.513000
143 169 1775153817.529000
140 168 1775153817.546000
137 168 1775153817.563000
135 168 1775153817.579000

STROKE 2
106 178 1775153818.039000
108 178 1775153818.145000
113 180 1775153818.161000
120 184 1775153818.178000
126 191 1775153818.195000
130 199 1775153818.211000
131 204 1775153818.228000
132 207 1775153818.244000
131 210 1775153818.261000
130 212 1775153818.278000
130 215 1775153818.294000

STROKE 3
143 220 1775153818.729000
143 220 1775153818.794000
140 221 1775153818.810000
133 224 1775153818.826000
120 231 1775153818.843000
109 241 1775153818.860000
100 250 1775153818.876000
97 254 1775153818.893000
96 258 1775153818.909000
96 263 1775153818.926000
99 269 1775153818.943000
108 276 1775153818.959000
117 279 1775153818.976000
126 279 1775153818.993000
136 278 1775153819.009000
150 273 1775153819.026000
159 268 1775153819.042000
166 263 1775153819.059000
170 256 1775153819.076000
172 248 1775153819.093000
172 238 1775153819.109000
169 231 1775153819.125000
162 225 1775153819.142000
153 221 1775153819.159000
140 218 1775153819.175000
132 217 1775153819.192000
127 218 1775153819.207000

STROKE 4
179 190 1775153819.508000
179 189 1775153819.591000
179 188 1775153819.608000
181 183 1775153819.624000
184 175 1775153819.641000
188 167 1775153819.657000
193 162 1775153819.674000
200 157 1775153819.691000
207 157 1775153819.707000
217 159 1775153819.724000
228 165 1775153819.741000
238 175 1775153819.757000
242 183 1775153819.774000
243 190 1775153819.790000
243 197 1775153819.807000
240 206 1775153819.824000
234 216 1775153819.840000
229 223 1775153819.857000
223 230 1775153819.874000
221 232 1775153819.882000

