STROKE 1
138 195 1775318931.485000
137 195 1775318931.565000
133 193 1775318931.581000
127 193 1775318931.598000
116 195 1775318931.615000
105 199 1775318931.631000
96 206 1775318931.648000
92 212 1775318931.664000
92 217 1775318931.681000
93 226 1775318931.698000
99 239 1775318931.715000
105 247 1775318931.731000
111 251 1775318931.748000
116 252 1775318931.764000
121 251 1775318931.781000
129 246 1775318931.798000
132 240 1775318931.814000
132 235 1775318931.831000
131 229 1775318931.848000
126 223 1775318931.864000
116 220 1775318931.881000
108 220 1775318931.898000
100 225 1775318931.914000
93 235 1775318931.931000

STROKE 2
169 208 1775318932.410000
169 207 1775318932.529000
172 205 1775318932.546000
176 204 1775318932.563000
180 204 1775318932.579000
184 204 1775318932.596000
187 205 1775318932.612000
189 206 1775318932.629000
190 207 1775318932.646000
190 208 1775318932.662000
188 211 1775318932.679000
184 214 1775318932.695000
179 216 1775318932.712000
174 218 1775318932.729000
171 219 1775318932.746000
170 219 1775318932.762000
169 220 1775318932.779000
169 220 1775318932.808000
172 221 1775318932.829000
178 222 1775318932.845000
184 226 1775318932.862000
189 231 1775318932.878000
192 237 1775318932.896000
193 242 1775318932.912000
193 245 1775318932.928000
192 248 1775318932.945000
189 251 1775318932.962000
184 254 1775318932.978000
178 255 1775318932.995000
173 254 1775318933.011000
169 254 1775318933.028000
167 254 1775318933.041000

STROKE 3
188 220 1775318933.385000
189 219 1775318933.477000
194 215 1775318933.494000
203 209 1775318933.510000
214 204 1775318933.527000
223 201 1775318933.543000
234 201 1775318933.560000
242 202 1775318933.576000
249 204 1775318933.593000
254 208 1775318933.610000
258 212 1775318933.627000
260 220 1775318933.643000
260 227 1775318933.660000
259 235 1775318933.676000
257 243 1775318933.693000
254 250 1775318933.710000
251 253 1775318933.726000
247 255 1775318933.743000
244 257 1775318933.760000
240 257 1775318933.776000
236 257 1775318933.793000
234 256 1775318933.810000
232 254 1775318933.826000
231 251 1775318933.843000
234 244 1775318933.860000
242 238 1775318933.876000
250 235 1775318933.893000
257 233 1775318933.909000
263 236 1775318933.926000
266 240 1775318933.943000

