STROKE 1
54 223 1776574220.892000
54 223 1776574220.996000
55 222 1776574221.013000
58 220 1776574221.029000
62 219 1776574221.044000
68 219 1776574221.061000
80 224 1776574221.077000
88 232 1776574221.094000
94 242 1776574221.110000
97 249 1776574221.127000
99 254 1776574221.144000
99 256 1776574221.160000
99 258 1776574221.177000
96 262 1776574221.193000
90 266 1776574221.210000
79 271 1776574221.227000
71 273 1776574221.243000
64 273 1776574221.260000
58 272 1776574221.277000
53 271 1776574221.294000
52 271 1776574221.305000

STROKE 2
100 244 1776574221.837000
100 243 1776574221.925000
100 240 1776574221.942000
100 236 1776574221.958000
102 230 1776574221.975000
107 222 1776574221.991000
113 218 1776574222.008000
119 216 1776574222.025000
124 215 1776574222.042000
132 216 1776574222.058000
138 218 1776574222.075000
144 223 1776574222.091000
149 231 1776574222.108000
152 243 1776574222.125000
153 249 1776574222.141000
153 252 1776574222.158000
152 255 1776574222.174000
150 259 1776574222.191000
148 261 1776574222.208000
145 264 1776574222.224000
141 267 1776574222.241000
140 268 1776574222.254000

STROKE 3
190 264 1776574222.703000
189 264 1776574222.873000
188 263 1776574222.889000
185 261 1776574222.906000
181 255 1776574222.923000
179 246 1776574222.940000
179 238 1776574222.956000
181 231 1776574222.973000
184 226 1776574222.989000
187 223 1776574223.006000
191 222 1776574223.022000
193 221 1776574223.039000
196 222 1776574223.056000
199 223 1776574223.072000
203 226 1776574223.089000
205 230 1776574223.105000
207 235 1776574223.122000
208 240 1776574223.139000
209 244 1776574223.155000
209 249 1776574223.172000
209 251 1776574223.189000
209 253 1776574223.205000
209 255 1776574223.222000
209 256 1776574223.239000
209 257 1776574223.255000
209 257 1776574223.272000
209 258 1776574223.288000
209 259 1776574223.305000
209 260 1776574223.322000
209 260 1776574223.338000
209 261 1776574223.355000
209 262 1776574223.372000
210 263 1776574223.389000
210 264 1776574223.405000
210 265 1776574223.421000
211 266 1776574223.438000
212 266 1776574223.455000
212 267 1776574223.471000
213 268 1776574223.488000
213 268 1776574223.505000
214 268 1776574223.521000
215 268 1776574223.538000
218 267 1776574223.554000
220 266 1776574223.571000
222 266 1776574223.588000
223 265 1776574223.604000
224 264 1776574223.621000
225 262 1776574223.637000
225 259 1776574223.654000
224 253 1776574223.671000
221 243 1776574223.688000
219 238 1776574223.704000
218 235 1776574223.721000
217 234 1776574223.737000
215 234 1776574223.755000
214 235 1776574223.770000
211 237 1776574223.787000

STROKE 4
228 260 1776574224.364000
228 259 1776574224.452000
228 256 1776574224.469000
229 249 1776574224.485000
233 239 1776574224.503000
235 233 1776574224.519000
238 230 1776574224.535000
240 228 1776574224.552000
242 227 1776574224.569000
249 229 1776574224.586000
257 234 1776574224.602000
263 240 1776574224.619000
268 246 1776574224.635000
270 251 1776574224.653000
270 254 1776574224.669000
270 255 1776574224.685000
270 256 1776574224.702000
269 258 1776574224.718000
266 260 1776574224.735000
262 264 1776574224.752000
259 265 1776574224.768000
257 267 1776574224.785000
256 267 1776574224.793000

STROKE 5
245 222 1776574225.148000
244 222 1776574225.217000
243 220 1776574225.234000
239 217 1776574225.250000
230 208 1776574225.267000
226 200 1776574225.284000
226 193 1776574225.300000
229 184 1776574225.317000
236 176 1776574225.334000
250 173 1776574225.350000
261 175 1776574225.367000
273 180 1776574225.383000
282 188 1776574225.400000

